İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Ada,Parsel,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17607026,06 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/marev-emlaktan-kiralik-21-daire-17607026,,,,,,,,,,,,,,,
17590800,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,5-10,6.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/ad-ek-emlak-devlet-hastanesiarkasi-esyali-kiralik-gens-11-daire-17590800,,,,,,,,,,,,,,,
17670902,17 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,4,1.Kat,10,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Mardin - Artuklu - Yalım Mahallesi,https://www.emlakjet.com/ilan/murat-emlaktan-mardin-kiz-ogrenci-yurdu-yani-full-esyali-21-dairemiz-kiraliktir-17670902,,,,1803,14,Yok,,,,,,,,,
17610745,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,2.Kat,5,Klimalı,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,13.000TL,Mardin - Nusaybin - Abdulkadirpaşa Mahallesi,https://www.emlakjet.com/ilan/acar-emlaktan-abdulkadirpasa-mah-31-160m2-esyali-arakat-daire-17610745,,,,,,,,,,,,,,,
17646372,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,100 m²,125 m²,2+1,0 (Yeni),13.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.750TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/egitim-arastirma-hast-arkasi-kiralik-21-daire-17646372,,,,,,,,,,,,,,,
17607028,06 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,1+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.500TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/marev-emlaktan-kiziltepe-de-kiralik-dayali-doseli-11-daire-17607028,,,,,,,,,,,,,,,
17664001,16 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,3.Kat,7,Şömine,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/surer-emlak-tan-kiralik-11-daire-miz-sehir-gobeginde-kalmaktadir-17664001,İkinci El,Betonarme,,1989,2,Yok,,,1,10000 TL,Evet,,,,
17418331,29 Mayıs 2025,07 Temmuz 2025,Konut,Kiralık,Daire,160 m²,180 m²,4+1,5-10,6.Kat,12,Kombi Doğalgaz,Kiracı Oturuyor,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,20.000TL,Mardin - Artuklu - Yalım Mahallesi,https://www.emlakjet.com/ilan/guven-eminn-emlak-tan-mavisehir-de-kiralik-41-daire-17418331,,,,1719,96,,,,,,,,,,
17310739,09 Mayıs 2025,05 Haziran 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,1.Kat,8,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Birim Fiyat,8.500TL,Mardin - Artuklu - Acar Mahallesi,https://www.emlakjet.com/ilan/artuklu-2-etap-kiralik-daire-17310739,,,500 TL,111,2,Var,1,Kapalı Balkon,,17000 TL,,,,,
17144394,11 Nisan 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,3.Kat,9,Merkezi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,17.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/azk-den-merkezi-konumunda-100m2-dairemiz-kiraliktir-17144394,,,600 TL,,,,,,,14000 TL,,,,,
17402076,26 Mayıs 2025,16 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,Stüdyo,21 Ve Üzeri,3.Kat,3,Yerden Isıtma,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,200TL,Mardin - Artuklu - Çabuk Mahallesi,https://www.emlakjet.com/ilan/eski-mardinde-cadde-ustunde-kale-manzarali-tarihi-konak-17402076,,,,,,Var,1,Açık Teras,1,,,,,,
17370663,20 Mayıs 2025,08 Temmuz 2025,Konut,Kiralık,Daire,140 m²,160 m²,2+1,5-10,7.Kat,7,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,13.500TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/barak-emlak-tan-merkezi-konumda-kiralik-21-teras-dairemiz-17370663,,,450 TL,,,,,,,13250 TL,,,,,
17330982,13 Mayıs 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,4,4.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Mardin - Artuklu - Yalım Mahallesi,https://www.emlakjet.com/ilan/murat-emlaktan-halk-egitim-mud-yani-full-esyali-21-dairemiz-kiraliktir-17330982,,,,2080,2,Var,1,,,,,,,,
17405485,27 Mayıs 2025,13 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),5.Kat,15,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,14.500TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/maride-emlak-tan-kiralik-11-full-esyali-havuzlu-lux-daire-17405485,,,,866,34,,,,,,,,,,
16507487,20 Aralık 2024,18 Ağustos 2025,Konut,Kiralık,Daire,89 m²,90 m²,2+1,4,5.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,15.000TL,Mardin - Nusaybin - Abdulkadirpaşa Mahallesi,https://www.emlakjet.com/ilan/acar-emlaktan-abdulkadirpasa-mah-tokide-2190m2-esyali-luks-daire-16507487,,,100 TL,,,Var,,,,12000 TL,,,,,
17267687,02 Mayıs 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,0 (Yeni),9.Kat,15,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,12.000TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/murat-emlaktan-hastane-yani-ultra-luks-21-dairemiz-kiraliktir-17267687,,,,1025,17,Var,,,,,,,,,
17231472,27 Nisan 2025,02 Temmuz 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,Kot 1 (-1).Kat,12,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Mardin - Artuklu - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/camlica-emlak-tan-kiralik-21-full-esyali-daire-17231472,,,,,,,,,,,,,,,
16714988,21 Ocak 2025,11 Temmuz 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,5-10,Yüksek Giriş,8,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,10.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/barak-emlak-tan-merkezi-konumda-21-kiralik-daire-16714988,,,,,,,,,,9500 TL,,,,,
17493160,16 Haziran 2025,24 Temmuz 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,10.500TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/marev-emlaktan-kiralik-sifir-daire-17493160,,,,,,,,,,,,,,,
17537946,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,4,3.Kat,7,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,20.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/sahra-emlaktan-yenikent-toki-sehirici-caddesinde-kiralik-31-daire-17537946,,,,,,Var,,,,20000 TL,,,,,
17364163,19 Mayıs 2025,29 Temmuz 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,5-10,3.Kat,6,Kat Kaloriferi,Kiracı Oturuyor,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,17.000TL,Mardin - Nusaybin - Fırat Mahallesi,https://www.emlakjet.com/ilan/yilmaz-gayrimenkul-den-firat-mahallesi-kiralik-31-esyali-daire-17364163,,,,,,Var,2,,,,,,,,
17582209,02 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,155 m²,175 m²,3+1,3,5.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,20.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/yuceay-emlak-yenikent-mah-vadikent-sitesinde-kiralik-31-5-kat-daire-17582209,,,,149,10,,,,,,,,,,
16721437,23 Ocak 2025,08 Temmuz 2025,Konut,Kiralık,Daire,165 m²,175 m²,3+1,5-10,4.Kat,12,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,12.000TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/barak-emlak-tan-hastane-arkasi-kiralik-31-daire-16721437,,,,,,,,,,12000 TL,,,,,
17515630,20 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,0 (Yeni),2.Kat,7,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,17.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/47dunya-emlaktan-yenikent-kiralik-daire-17515630,,,,,,Var,1,,,17000 TL,,,,,
16416686,04 Aralık 2024,30 Haziran 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,1,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/golbas-emlaktan-eski-avm-civar-kiralik-esyali-11-sifir-daireler-16416686,,,,,,,,,,,,,,,
17563760,29 Haziran 2025,15 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,2+1,2,2.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-eski-avm-arkasinda-kiralik-21-daire-17563760,,,,1005,8,Var,1,,,16000 TL,,,,,
17493846,16 Haziran 2025,16 Haziran 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,11-15,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,15.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/47dunya-emlaktan-tokide-kiralik-daire-17493846,,,,,,Var,,,,15000 TL,,,,,
17422620,30 Mayıs 2025,30 Mayıs 2025,Konut,Kiralık,Daire,175 m²,190 m²,4+1,0 (Yeni),2.Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,2,Genel Fiyat,23.500TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/sahra-emlaktan-yenikent-toki-site-icinde-kiralik-lux-sifir-daireler-17422620,,,,,,Var,2,,,23500 TL,,,,,
16780804,05 Şubat 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,4,2.Kat,13,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Mardin - Artuklu - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/murat-emlaktan-tedas-arkasi-21-amerikan-mutfakli-dairemiz-kiraliktir-16780804,,,,2197,1,Var,1,,,,,,,,
16999837,12 Mart 2025,01 Temmuz 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,4,5.Kat,8,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,23.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/devlet-hastanesi-civari-sehir-merkezinde-luks-kiralik-31-daire-16999837,,,,2147,1,Var,2,,,23000 TL,,,,,
17467686,11 Haziran 2025,11 Haziran 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,5-10,5.Kat,7,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,17.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/47dunya-emlaktan-tokide-kiralik-daire-17467686,,,,,,Var,2,,,17000 TL,,,,,
17455821,05 Haziran 2025,08 Haziran 2025,Konut,Kiralık,Daire,50 m²,59 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Müstakil Tapulu,Hayır,,1,Genel Fiyat,18.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/kiralik-dyali-doseli-daire-11-17455821,,,550 TL,160,7,Var,,,,18000 TL,,,,,
17540563,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,70 m²,95 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,20.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/sahra-emlaktan-yenikent-toki-havalimani-caddesinde-kiralik-esyali-daire-17540563,,,,,,Var,,,,20000 TL,,,,,
16142907,23 Ekim 2024,17 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,8.Kat,11,Klimalı,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,9.400TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/isbay-emlak-ta-kampus-civari-kiralik-11-esyali-daire-16142907,,,,1521,1,,,,,,,,,,
17493154,16 Haziran 2025,24 Temmuz 2025,Konut,Kiralık,Daire,80 m²,100 m²,1+1,2,1.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/mardin-devlet-hastanesi-karsisinda-kiralik-esyali-daire-17493154,,,,,,,,,,,,,,,
17109436,04 Nisan 2025,28 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,5.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,9.000TL,Mardin - Artuklu - 13 Mart Mahallesi,https://www.emlakjet.com/ilan/park-hastanesi-civarinda-kiralik-21-daire-17109436,,,,,,,,,,,,,,,
17373269,21 Mayıs 2025,08 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,2.Kat,10,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,12.500TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/barak-emlak-tan-hastane-arkasi-kiralik-21-dairemiz-17373269,,,550 TL,,,,,,,12500 TL,,,,,
15864360,10 Eylül 2024,01 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,1+1,5-10,5.Kat,7,Klimalı,Boş,Eşyalı,Bilinmiyor,Evet,,1,Genel Fiyat,12.500TL,Mardin - Kızıltepe - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/real-emlaktan-kiralik-hastane-caddesinde-dayali-doseli-daire-15864360,İkinci El,,300 TL,,,,,,1,10000 TL,,,,,
15446667,07 Temmuz 2024,18 Ağustos 2025,Konut,Kiralık,Daire,89 m²,90 m²,2+1,4,2.Kat,6,Merkezi Kömür,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,15.000TL,Mardin - Nusaybin - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/acar-emlaktan-kiralik-yenisehir-mah-toki-10-etapta-21-90m2-esyali-luks-daire-15446667,,,,,,Var,1,Açık Balkon,,12000 TL,,,,,
15737044,20 Ağustos 2024,12 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),14.Kat,15,Yerden Isıtma,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.250TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/havuzlu-ultra-luks-11-kiralik-daireler-isbay-emlak-ta-15737044,,,,,,,,,,,,,,,
15774294,27 Ağustos 2024,30 Mayıs 2025,Konut,Kiralık,Daire,140 m²,150 m²,2+1,5-10,2.Kat,7,Klimalı,Boş,Eşyalı,Bilinmiyor,Hayır,,1,Genel Fiyat,12.000TL,Mardin - Kızıltepe - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/dayali-doseli-kiralik-daire-15774294,,,300 TL,,,,,,,11000 TL,,,,,
16103499,16 Ekim 2024,01 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+0,4,2.Kat,7,Doğalgaz Sobalı,Boş,Eşyalı,Bilinmiyor,Hayır,,1,Genel Fiyat,12.000TL,Mardin - Kızıltepe - Yenikent Mahallesi,https://www.emlakjet.com/ilan/real-emlaktan-cihanpol-hastanesi-yakinimda-kiralik-dayali-doseli-16103499,İkinci El,,400 TL,,,,,,1,11000 TL,,,,,
15864357,10 Eylül 2024,01 Temmuz 2025,Konut,Kiralık,Daire,70 m²,90 m²,1+1,5-10,2.Kat,7,Klimalı,Boş,,Bilinmiyor,Evet,,1,Genel Fiyat,12.000TL,Mardin - Kızıltepe - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/real-emlaktan-kiralik-dayali-doseli-daire-15864357,,,300 TL,63,24,,,,,12000 TL,,,,,
16044553,09 Ekim 2024,13 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.500TL,Mardin - Artuklu - Nur Mahallesi,https://www.emlakjet.com/ilan/devlet-hastanesi-dibinde-kiralik-21-daire-16044553,İkinci El,Betonarme,,,,,,,1,12500 TL,Evet,,,,
17944487,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+1,16-20,Bahçe Katı,2,Klimalı,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,Muğla - Bodrum - Çırkan Mahallesi,https://www.emlakjet.com/ilan/bodrum-konacik-avenua-arkasi-21-kiralik-daire-17944487,,,,286,22,,,,,,,,,,
17934359,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Muğla - Menteşe - Kötekli Mahallesi,https://www.emlakjet.com/ilan/mugla-koteklide-d-kapiya-yakin-esyali-21-kiralik-daire-17934359,,,,,1050,,,,,,,,,,
17944382,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,90 m²,135 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,28.500TL,Muğla - Menteşe - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/lider-den-mugla-mentese-de-carsiya-yakin-kiralik-genis-21-daire-17944382,,,,,,,,,,,,,,,
17940136,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+1,5-10,2.Kat,2,Isıtma Yok,Boş,,Arsa Tapulu,Hayır,,2,Genel Fiyat,20.000TL,Muğla - Dalaman - Altıntas Mahallesi,https://www.emlakjet.com/ilan/31-havalimani-yolu-uzerinde-genis-toplu-tasima-guzergahinda-17940136,,,,3089,8,,,,,,,,,,
17935176,22 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,37.000TL,Muğla - Menteşe - Muslihittin Mahallesi,https://www.emlakjet.com/ilan/mugla-merkez-musluhittin-de-21-dogalgazli-kaloriferli-esyali-daire-17935176,,,,559,188,Var,2,,1,,,,,,
17934580,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,50.000TL,Muğla - Bodrum - Turgutreis Mahallesi,https://www.emlakjet.com/ilan/turgutreis-karabag-da-havuzlu-bahce-kati-esyali-21-kiralik-daire-17934580,,,1000 TL,572,4,,,,,50000 TL,,,,,
17937037,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,80.000TL,Muğla - Bodrum - Müskebi Mahallesi,https://www.emlakjet.com/ilan/ortakent-te-yillik-kiralik-bahce-kati-3-1-daire-17937037,,,,,,,,,,,,,,,
17938724,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,21 Ve Üzeri,2.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,40.000TL,Muğla - Marmaris - Kemeraltı Mahallesi,https://www.emlakjet.com/ilan/kemeralti-mahallesi-kiralik-21-daire-17938724,,,,,,,,,,,,,,,
17935818,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,4,Yüksek Giriş,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.500TL,Muğla - Dalaman - Söğütlüyurt Mahallesi,https://www.emlakjet.com/ilan/dalaman-sogutluyurt-mah-de-11-sitede-kiralik-daire-17935818,İkinci El,Betonarme,,79,2,Var,1,Açık Balkon,1,,Evet,,,,
17945225,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,0 (Yeni),Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Muğla - Fethiye - Yanıklar Mahallesi,https://www.emlakjet.com/ilan/fethiye-oasis-sitesinde-21-kiralik-daire-17945225,,,,,,,,,,,,,,,
17918123,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,3,2.Kat,3,Klimalı,Boş,Boş,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,20.000TL,Muğla - Dalaman - Karaçalı Mahallesi,https://www.emlakjet.com/ilan/dalaman-karacali-mah-21-85-m2-bahceli-nizam-kiralik-daire-17918123,İkinci El,Betonarme,1 TL,,,Var,,,,20000 TL,Evet,,,,
17937751,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,1,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.500TL,Muğla - Menteşe - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/saburhanede-kiralik-21-daire-17937751,,,,1008,55,Var,,,1,16500 TL,,,,,
17938658,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,16-20,Düz Giriş (Zemin),2,Klimalı,Boş,Boş,Hisseli Tapu,Hayır,,1,Genel Fiyat,32.000TL,Muğla - Bodrum - Dağbelen Mahallesi,https://www.emlakjet.com/ilan/dagbelen-de-21-ayri-mutfakli-genis-salon-ve-balkonlu-kiralik-ev-17938658,,,,164,20,Var,1,Açık Balkon,1,32000 TL,,,,,
17936694,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,Bahçe Katı,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,50.000TL,Muğla - Bodrum - Yahşi Mahallesi,https://www.emlakjet.com/ilan/bodrum-yahsi-denize-cok-yakin-bahce-kati-esyali-kiralik-daire-17936694,,,,,,,,,,,,,,,
17940738,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL,Muğla - Menteşe - Yeniköy Mahallesi,https://www.emlakjet.com/ilan/mugla-yenikoy-de-kiralik-11-esyali-daire-17940738,,,,112,2,,,,,,,,,,
17935727,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,100 m²,105 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Muğla - Menteşe - Orhaniye Mahallesi,https://www.emlakjet.com/ilan/esyali-kiralik-31-daire-harika-lokasyon-17935727,,,,,,,,,,,,,,,
17939419,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,85 m²,105 m²,2+1,2,Yüksek Giriş,2,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Muğla - Dalaman - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/eras-gayrimenkulden-merkezi-konumda-donanimli-21-daire-17939419,,,,,,,,,,,,,,,
17941039,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,190 m²,210 m²,4+1,5-10,2.Kat,2,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,50.000TL,Muğla - Fethiye - Tuzla Mahallesi,https://www.emlakjet.com/ilan/erbay-dan-esnaf-hast-yakini-41-dubleks-asansorlu-daire-fiber-17941039,,,,,,,,,,,,,,,
