İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Ada,Parsel,Depozito,Aidat
17625353,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,4,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/pruva-dan-ana-cadde-uzerinde-21-ayri-mutfakli-kiralik-daire-17625353,,,,,,,,,,,,,,,
17627393,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,Bursa - Yıldırım - Kurtoğlu Mahallesi,https://www.emlakjet.com/ilan/sakaldoken-cadddesinde-21-kiralik-daire-17627393,,,,,,,,,,,,102,11,15000 TL,
17630190,10 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,15.000TL,Bursa - Yıldırım - Selçukbey Mahallesi,https://www.emlakjet.com/ilan/bursa-yildirim-selcukbeyde-31-kiralik-daire-17630190,,,,,,,,,,,,,,,
17630240,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Bursa - Gemlik - Balıkpazarı Mahallesi,https://www.emlakjet.com/ilan/ugur-gayrimenkul-den-denize-sifir-esyali-kiralik-11-daire-17630240,,,,,,,,,,,,,,,
17626993,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,2,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/megatown-dan-dumlupinarda-11-esyali-kiralik-17626993,,,,,,,,,,,,5436,1,,
17629133,09 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Bursa - Osmangazi - Çekirge Mahallesi,https://www.emlakjet.com/ilan/osmangazi-cekirge-de-ulasima-yakin-21-kiralik-daire-17629133,,,,,,,,,,,,4195,7,12500 TL,
17634369,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,2,3.Kat,5,Yerden Isıtma,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/karakas-bey-gayrimenkulden-kiralik-lux-11-daire-17634369,,,,,,,,,,,,,,,
17632596,10 Temmuz 2025,21 Ağustos 2025,Konut,Kiralık,Daire,52 m²,80 m²,1+1,2,5.Kat,11,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,29.000TL,Bursa - Nilüfer - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/turyap-city-den-ona-camlica-da-kiralik-11-daire-17632596,,,,,,,,,,,,3904,1,45000 TL,3500 TL
17634123,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,130 m²,140 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Bursa - Nilüfer - Üçevler Mahallesi,https://www.emlakjet.com/ilan/bursa-nilufer-ucevler-de-kiralik-21-genis-daire-17634123,İkinci El,Betonarme,,,,,,,,,,,,,
17626735,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,188 m²,225 m²,4+1,1,5.Kat,5,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,3,Genel Fiyat,35.000TL,Bursa - Nilüfer - Balkan Mahallesi,https://www.emlakjet.com/ilan/beynil-den-balkanda-celebiler-cumhuriyet-site-kiralik-41-daire-17626735,,,,,,,,,,,,,,,
17626364,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,160 m²,200 m²,3+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,36.000TL,Bursa - Osmangazi - Kükürtlü Mahallesi,https://www.emlakjet.com/ilan/bal-dan-kukurtlu-akman-apt-kiralik-31-daire-17626364,,,,,,,,,,,,,,,
17625328,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,4,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/pruva-dan-goruklede-21-esyali-kiralik-daire-17625328,,,,,,,,,,,,,,,
17631012,10 Temmuz 2025,18 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.000TL,Bursa - Yıldırım - Hacıseyfettin Mahallesi,https://www.emlakjet.com/ilan/full-luks-esyali-kiralik-daire-17631012,,,,,,,,,,,,2766,21,,
17626231,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,130 m²,155 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,50.000TL,Bursa - Mudanya - Ömerbey Mahallesi,https://www.emlakjet.com/ilan/winner-wall-dan-mudanya-da-full-deniz-manzarali-kiralik-daire-17626231,,,,,,,,,,,,,,,
17634069,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,230 m²,250 m²,5+2,5-10,6.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,4,Genel Fiyat,35.000TL,Bursa - Gemlik - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/c21-cius-cumhuriyet-te-52-full-deniz-manzarali-230-m2-kiralik-17634069,,,,,,,,,,,,2390,4,,
17627163,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/oymak-sitesinde-31-manzarali-havuzlu-kiralik-dubleks-daire-17627163,,,,,,,,,,,,,,,
17634363,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,50 m²,65 m²,2+1,1,2.Kat,5,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,14.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/karakas-bey-gayrimenkulden-bulasik-makinali-21-kiralik-daire-17634363,,,,,,,,,,,,,,,
17629058,09 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,47 m²,59 m²,2+1,0 (Yeni),Kot 3 (-3).Kat,6,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,,1,Genel Fiyat,20.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/baylan-plus-sitesi-2-1-kiralik-daire-17629058,,,4 m²,Var,1,Açık Balkon,3 m²,,1,,,5541,15,20000 TL,1000 TL
17626693,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,3,3.Kat,5,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/gorukle-dumlupinar-21-site-ici-kiralik-daire-17626693,,,,,,,,,,,,,,,
17626240,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/winner-wall-dan-kiralik-11-daire-17626240,,,,,,,,,,,,,,,
17625350,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/pruva-gayrimenkul-den-merkezi-konumda-kiralik-esyali-11-daire-17625350,,,,,,,,,,,,,,,
17625318,09 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,100 m²,135 m²,2+1,0 (Yeni),1.Kat,5,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.500TL,Bursa - Nilüfer - 30 Ağustos Zafer Mahallesi,https://www.emlakjet.com/ilan/pruva-gayrimenkul-den-kayapa-da-21-esyasiz-kiralik-daire-17625318,,,,,,,,,,,,,,,
17634368,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,5,Merkezi (Pay Ölçer),Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,11.500TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/karakas-bey-gayrimenkulden-goruklede-ucuz-firsat-kiralik-17634368,,,,,,,,,,,,,,,
17622015,08 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Bursa - Osmangazi - Demirtaş Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/demirtas-ta-kiralik-21-3-kat-110-m2d-17622015,,,,Var,,,,,,,,135,1,,
17613971,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,0 (Yeni),5.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,33.000TL,Bursa - Nilüfer - 30 Ağustos Zafer Mahallesi,https://www.emlakjet.com/ilan/kayapa-seramoda40-31-esyali-luks-tasarim-daire-17613971,,,,,,,,,,,,,,,
17621093,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Bursa - Mudanya - Güzelyalı Yalı Mahallesi,https://www.emlakjet.com/ilan/mudanya-guzelyali-da-31-135-m2-temiz-kiralik-daire-17621093,,,,,,,,,,,,,,,
17610811,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,113 m²,136 m²,2+1,5-10,9.Kat,15,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,35.000TL,Bursa - Osmangazi - Panayır Mahallesi,https://www.emlakjet.com/ilan/profasor-dan-kiralik-21-daire-alpis-aden-house-17610811,,,,,,,,,,,,,,,
17625163,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Yıldırım - Karaağaç Mahallesi,https://www.emlakjet.com/ilan/baris-emlak-tan-karaagac-ta-ara-kat-21-daire-17625163,,,,,,,,,,,,,,,
17614204,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,21 Ve Üzeri,6.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,Bursa - Osmangazi - İntizam Mahallesi,https://www.emlakjet.com/ilan/altiparmak-cadde-ustu-asansorlu-daire-17614204,,,,,,,,,,,,,,,
17611769,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,60 m²,64 m²,1+1,5-10,Bodrum Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bursa - Osmangazi - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/hurriyet-merkezde-11-fuul-esyali-kiralik-daire-17611769,,,,,,,,,,,,,,,
17614691,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,140 m²,2+1,5-10,16.Kat,17,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,55.000TL,Bursa - Nilüfer - Odunluk Mahallesi,https://www.emlakjet.com/ilan/nilufer-odunluk-suryapi-marka-kiralik-21-esyali-dubleks-daire-17614691,,,,,,,,,,,,,,,
17613535,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Yıldırım - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/yildirim-sirinevler-mahallesinde-kiralik-31-daire-17613535,,,,,,,,,,,,,,,
17618520,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,100 m²,128 m²,2+1,4,13.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,28.500TL,Bursa - Osmangazi - Demirtaş Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/demirtas-prestij-optimum-da-21-kiralik-dubleks-daire-17618520,,,,,,,,,,,,,,,
17613151,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,3,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.500TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/bahar-dan-dumlupinar-da-21-esyali-kiralik-daire-17613151,,,,,,,,,,,,5225,7,,
17609850,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Bursa - Osmangazi - Altıparmak Mahallesi,https://www.emlakjet.com/ilan/altiparmak-ta-ana-caddeye-yakin-sifir-kiralik-daire-17609850,,,,,,,,,,,,,,,
17614764,07 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,12.500TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/akpinar-gayrimenkul-den-11-esyasiz-ara-kat-kiralik-daire-17614764,,,,,,,,,,,,,,,
17613978,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,Bahçe Katı,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,12.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/ekin-prestijde-kiralik-esyali-11-bahce-dubleks-daire-17613978,,,,,,,,,,,,,,,
17611367,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,60 m²,85 m²,2+1,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,18.000TL,Bursa - Mustafakemalpaşa - Barış Mahallesi,https://www.emlakjet.com/ilan/baris-mahallesi-sifir-kiralik-21-amerikan-mutfakli-daire-17611367,,,,,,,,,,,,,,,
17625167,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Bursa - Yıldırım - Kurtoğlu Mahallesi,https://www.emlakjet.com/ilan/baris-emlak-tan-namazgah-caddesinde-ara-kat-bakimli-daire-17625167,,,,,,,,,,,,,,,
17610819,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,157 m²,189 m²,3.5+1,5-10,12.Kat,15,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,41.000TL,Bursa - Osmangazi - Panayır Mahallesi,https://www.emlakjet.com/ilan/profasor-dan-kiralik-3-51-daire-alpis-aden-house-17610819,,,,,,,,,,,,,,,
17613534,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.000TL,Bursa - Nilüfer - İhsaniye Mahallesi,https://www.emlakjet.com/ilan/ihsaniye-kanuni-caddesinde-kiralik-31-daire-17613534,,,,,,,,,,,,,,,
17623006,08 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,1.Kat,5,Doğalgaz Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.500TL,Bursa - Yıldırım - Mollaarap Mahallesi,https://www.emlakjet.com/ilan/yildirim-mollaarap-mahallesinde-kiralik-daire-17623006,,,,Var,1,Kapalı Balkon,,,1,,,581,28,12000 TL,100 TL
17614123,07 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Bursa - Osmangazi - Çekirge Mahallesi,https://www.emlakjet.com/ilan/osmangazi-cekirge-de-dolmusa-yakin-21-kiralik-daire-17614123,,,,,,,,,,,,4195,7,13000 TL,
17611307,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,70 m²,80 m²,3+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,20.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kokkaya-dan-dumlupinarda-esyali-31-dubleks-17611307,,,,,,,,,,,,,,,
17616102,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,200 m²,220 m²,5+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,27.500TL,Bursa - Mudanya - Güzelyalı Yalı Mahallesi,https://www.emlakjet.com/ilan/guzelyali-mahallesinde-sahile-yurume-mesafesinde-kiralik-daire-17616102,,,,,,,,,,,,1895,3,27500 TL,
17611366,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,60 m²,85 m²,2+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,16.000TL,Bursa - Mustafakemalpaşa - Barış Mahallesi,https://www.emlakjet.com/ilan/baris-mahallesi-sifir-kiralik-21-amerikan-mutfakli-daire-17611366,,,,,,,,,,,,,,,
17616809,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,15.000TL,Bursa - İznik - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com/ilan/kiralik-31-hastaneye-yakin-17616809,,,,,,,,,,,,,,,
17613532,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,Yüksek Giriş,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,10.000TL,Bursa - Nilüfer - İhsaniye Mahallesi,https://www.emlakjet.com/ilan/ihsaniyede-kiralik-11-daire-17613532,,,,,,,,,,,,,,,
17616379,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Bursa - Gemlik - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/gayrimenkul-dunyasin-dan-31-roda-okulu-civari-ara-kat-kiralik-17616379,İkinci El,Betonarme,,,,,,,,,,,,,
17621129,08 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,Kot 3 (-3).Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/bursa-nilufer-gorukle-merkez-de-genis-11-esyali-klimali-kiralik-17621129,,,,,,,,,,,,5341,44,,
17617711,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.500TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/doganplus-dan-21-esyali-kiralik-daire-17617711,,,,,,,,,,,,,,,
17611717,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,47 m²,60 m²,2+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/baylan-plus-ta-kiralik-21-arakat-beyaz-esyali-esyali-daireler-17611717,,,,,,,,,,,,,,,
17614500,07 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,11-15,1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,25.000TL,Bursa - Gemlik - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/gemlik-cumhuriyet-mah-manastirda-kiralik-31-daire-deniz-manzarali-kullanisli-duzayak-17614500,İkinci El,Betonarme,,Var,2,"Açık Balkon, Kapalı Balkon",,,1,,Evet,2365,1,25000 TL,500 TL
17606144,06 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,11-15,2.Kat,4,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/gorukle-nin-kalbinde-11-kullanisli-esyali-kiralik-daire-17606144,,,,,,,,,,,,,,,
17595546,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,28.000TL,Bursa - Nilüfer - Demirci Mahallesi,https://www.emlakjet.com/ilan/bursa-nilufer-demirci-de-kiralik-31-daire-17595546,İkinci El,Betonarme,,,,,,,,,,,,,
17604141,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Osmangazi - Selimiye Mahallesi,https://www.emlakjet.com/ilan/altiparmakta-boyali-yeni-parkeli-21-kiralik-daire-17604141,,,,,,,,,,,,,,,
17598395,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,130 m²,160 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,Bursa - Nilüfer - İhsaniye Mahallesi,https://www.emlakjet.com/ilan/pruvadan-ihsaniye-de-merkezi-konumda-31-esyasiz-kiralik-daire-17598395,,,,,,,,,,,,,,,
17606142,06 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,2,7.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/goruklenin-merkezinde-yeni-binada-full-esyali-21-dublex-daire-17606142,,,,,,,,,,,,,,,
17598673,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,16.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/balli-yatirimdan-hause166-da-kiralik-21-daire-17598673,,,,,,,,,,,,,,,
17609073,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Bursa - Osmangazi - Bahar Mahallesi,https://www.emlakjet.com/ilan/kent-meydani-altinda-kiralik-daire-17609073,,,,,,,,,,,,,,,
17608154,07 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,41.000TL,Bursa - Mudanya - Güzelyalı Siteler Mahallesi,https://www.emlakjet.com/ilan/siteler-seyirtepe-evleri-esyali-31-150-m2-havuzlu-deniz-manzara-17608154,,,,,,,,,,,,,,,
17598943,05 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,160 m²,180 m²,3+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,30.000TL,Bursa - Nilüfer - Kültür Mahallesi,https://www.emlakjet.com/ilan/kultur-mahallesinde-kiralik-manzarali-dubleks-31-17598943,,,,,,,,,,,,,,,
