İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Ada,Parsel,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17796444,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,45 m²,48 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/segup-tan-toplu-konut-bulvarinda-kiralik-sifir-esyali-11-3-17796444,,,,,,,,,,,,,,,
17796981,09 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,52 m²,1+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/truva-nazim-demirci-den-atakum-esyali-kiralik-11-daire-17796981,,,,,1669,17,,,,,,,,,
17797857,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,185 m²,4+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - İlkadım - İlyasköy Mahallesi,https://www.emlakjet.com/ilan/akdur-dan-ilyaskoyde-kiralik-dubleks-daire-17797857,,,,,,,,,,,,,,,
17797940,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,5.Kat,6,Sobalı,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,8.000TL,Samsun - Bafra - Mevlana Mahallesi,https://www.emlakjet.com/ilan/31-kiralik-mevlana-mah-bafra-17797940,,Betonarme,150 TL,8000 TL,302,1,Var,2,1,,Açık Balkon,10 m²,5 m²,18 m²,
17796441,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,5.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Samsun - Kavak - Soğuksu Mahallesi,https://www.emlakjet.com/ilan/samsun-kavak-31-ilcesinin-en-ozel-ve-gozde-dairesi-kiralik-17796441,,,,,,,,,,,,,,,
17796074,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,160 m²,190 m²,3+1,4,1.Kat,11,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,45.000TL,Samsun - Atakum - Küçükkolpınar Mahallesi,https://www.emlakjet.com/ilan/talip-ten-koza-park-ta-kiralik-31-17796074,,,,,,,,,,,,,,,
17795650,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - İlkadım - Çiftlik Mahallesi,https://www.emlakjet.com/ilan/ciftlik-caddesinde-salon-mutfak-ayri-genis-kiralik-21-daire-17795650,,,,,,,,,,,,,,,
17796071,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Samsun - Atakum - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/kauf-ulku-den-turkis-de-kiralik-31-daire-17796071,,,,,,,,,,,,,,,
17794732,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,11-15,4.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,28.000TL,Samsun - İlkadım - Derebahçe Mahallesi,https://www.emlakjet.com/ilan/civan-emlaktan-derebahce-merkezde-luks-31-kiralik-daire-17794732,,,,,,,,,,,,,,,
17795657,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,5.Kat,9,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/atakum-atakent-te-luks-esyali-daire-17795657,,,,,,,,,,,,,,,
17797862,09 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,5-10,2.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,10.000TL,Samsun - Tekkeköy - 23 Nisan Mahallesi,https://www.emlakjet.com/ilan/akdur-dan-tekkekoy-de-kiralik-21-daire-17797862,,,,,,,,,,,,,,,
17795750,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,16.000TL,Samsun - İlkadım - Saitbey Mahallesi,https://www.emlakjet.com/ilan/ilkadim-subasinda-esyali-kiralik-daire-saitbey-mahallesinde-bulvar-altinda-17795750,İkinci El,Betonarme,,,7307,12,Yok,,1,,,,,,
17795588,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - Atakum - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/atakum-cumhuriyet-mah-31-full-esyali-kiralik-daire-17795588,,,,,,,,,,,,,,,
17790386,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,0 (Yeni),2.Kat,6,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,22.000TL,Samsun - Canik - Hasköy Mahallesi,https://www.emlakjet.com/ilan/dogan-emlak-group-tan-canik-haskoy-mh-21-2-kat-sifir-kiralik-daire-17790386,Sıfır,Betonarme,,22000 TL,4829,19,Var,1,3,,Açık Balkon,,,,
17780494,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,2+1,21 Ve Üzeri,3.Kat,8,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,18.000TL,Samsun - İlkadım - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/bulvarda-cadde-uzerinde-kiralik-daire-17780494,İkinci El,Betonarme,,0 TL,,,Var,1,1,Hayır,Açık Balkon,10 m²,10 m²,15 m²,10 m²
17780484,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Samsun - Atakum - Atakent Mahallesi,https://www.emlakjet.com/ilan/gold-city-den-tramvay-altinda-11-lux-esyali-kiralik-17780484,,,500 TL,,,,,,,,,,,,
17779859,08 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,Kot 1 (-1).Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,18.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/pelitkoy-tramvay-duragina-yakin-21-mutfak-ayri-kiralik-daire-17779859,,,250 TL,19000 TL,1729,15,,,,,,,,,
17787913,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),1.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.250TL,Samsun - Atakum - İstiklal Mahallesi,https://www.emlakjet.com/ilan/ronesans-emlak-tan-ful-esyali-cam-balkonlu-11-kiralik-17787913,,,,,,,,,,,,,,,
17776429,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,3+1,2,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfez-esyali-11-kiralik-daire-17776429,İkinci El,Betonarme,,13500 TL,1723,15,Var,,,Evet,,,,,
17787339,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,2,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfez-11-esyali-kiralik-daire-17787339,İkinci El,Betonarme,,,,,,,,,,,,,
17783772,08 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - Atakum - Denizevleri Mahallesi,https://www.emlakjet.com/ilan/atakum-denizevlerde-kiralik-21-daire-17783772,İkinci El,Betonarme,250 TL,21000 TL,337,6,Var,2,2,Evet,Açık Balkon,10 m²,5 m²,30 m²,5 m²
17778154,07 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,14.000TL,Samsun - İlkadım - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/ciftlik-caddesine-yakin-kiralik-temiz-daire-17778154,İkinci El,Betonarme,200 TL,14000 TL,,,Var,1,1,Hayır,Açık Balkon,10 m²,10 m²,15 m²,10 m²
17788931,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,42 m²,53 m²,1+1,0 (Yeni),4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,12.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfez-kiralik-11-tramvaya-anayola-yakin-17788931,,,,,,,,,,,,,,,
17783953,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,5.Kat,8,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - İlkadım - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/bulvar-cadde-uzerinde-kiralik-temiz-daire-17783953,İkinci El,Betonarme,200 TL,15000 TL,,,Var,1,1,Evet,Açık Balkon,10 m²,10 m²,15 m²,10 m²
17790528,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Samsun - Atakum - İncesu Yalı Mahallesi,https://www.emlakjet.com/ilan/turgutozal-yurduarkasi-genisyatakodali-bakonlu-11-denizmanzarli-17790528,,,,,,,,,,,,,,,
17781648,08 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,15.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfezde-abonelikleri-acik-11-esyali-kiralik-daire-17781648,İkinci El,Betonarme,,,,,Var,,1,Evet,,,,,
17789093,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,1,3.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/ft-gayrimenkulden-korfez-de-kiralik-sifir-esyali-11-daire-17789093,,,,,,,,,,,,,,,
17777610,07 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,20.000TL,Samsun - İlkadım - Adalet Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-56-larda-31-esyali-2-kat-kiralik-daire-17777610,,,,40000 TL,,,,,,,,,,,
17777629,07 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,0 (Yeni),6.Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,25.000TL,Samsun - Canik - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/samsun-canik-yenimahallede-sifir-21-kiralik-site-icerisi-daire-17777629,,,,25000 TL,,,,,,,,,,,
17790286,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.500TL,Samsun - İlkadım - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/dogan-emlak-group-tan-ilkadim-kadikoy-mh-21-2-kat-kiralik-daire-17790286,İkinci El,Betonarme,,12500 TL,122,2,Var,2,2,,Açık Balkon,,,,
17786154,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,4+1,16-20,5.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,39.000TL,Samsun - Atakum - Güzelyalı Mahallesi,https://www.emlakjet.com/ilan/meral-yapi-gayrimenkulden-sahile-yurume-mesafede-kiralik-41-17786154,,,,,,,,,,,,,,,
17787905,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),6.Kat,6,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,8.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/ronesans-emlaktan-kiralik-esyasiz-11-17787905,,,,,,,,,,,,,,,
17779437,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - Atakum - Mimarsinan Mahallesi,https://www.emlakjet.com/ilan/uygun-atakum-mimarsinan-mah-carrefour-market-ve-ptt-bankalar-yani-4-kat-31-17779437,,Betonarme,50 TL,,,,,,,,,,,,
17789091,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,1,3.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - Atakum - İncesu Yalı Mahallesi,https://www.emlakjet.com/ilan/ft-gayrimenkul-den-incesu-da-esyali-kiralik-11-daire-17789091,,,,,,,,,,,,,,,
17777864,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Evet,Yok,2,Birim Fiyat,29.000TL,Samsun - Canik - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/canik-sehrinbahce-de-kiralik-31-daire-17777864,Sıfır,Betonarme,3000 TL,29000 TL,,,Var,3,3,Hayır,Kapalı Balkon,20 m²,6 m²,,2 m²
17782756,08 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,123 m²,2+1,0 (Yeni),6.Kat,7,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - Canik - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/sezgin-aslan-dan-medicana-yani-sehri-bahce-sitesinde-kiralik-sifir-daire-17782756,Sıfır,Betonarme,1000 TL,,,,,,,,,,,,
17778400,07 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,16.000TL,Samsun - Canik - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/samsun-canik-karsiyaka-mahallesi-nde-31-kiralik-daire-17778400,İkinci El,Betonarme,,,,,Var,,2,Evet,,,,,
17778557,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,11-15,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Samsun - Atakum - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/omurevlerinde-tarmvay-duragina-150-metre-ara-kat-31-kiralik-17778557,,,,,41,27,,,,,,,,,
17790151,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Samsun - İlkadım - Cedit Mahallesi,https://www.emlakjet.com/ilan/dogan-emlak-group-tan-ilkadim-cedit-mh-31-1-kat-kiralik-daire-17790151,İkinci El,Betonarme,,17500 TL,7273,11,Var,2,1,,"Açık Balkon, Kapalı Balkon",,,,
17783650,08 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Samsun - İlkadım - Selahiye Mahallesi,https://www.emlakjet.com/ilan/full-yapili-kiralik-daire-17783650,,,,17000 TL,463,19,Var,2,1,,Açık Balkon,5 m²,5 m²,,
17783238,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,50 m²,52 m²,1+1,1,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,13.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/garip-zeycan-lisesi-onu-kiralik-esyali-kat-1-1-17783238,,,,13500 TL,1720,14,Var,1,,,Açık Balkon,,,,
17792326,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,2,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Samsun - İlkadım - Adalet Mahallesi,https://www.emlakjet.com/ilan/karan-adalet-mah-merkezi-konumda-salon-ayri-kiralik-21-daire-17792326,,,,,,,,,,,,,,,
17779006,07 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,5,Sobalı,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,9.500TL,Samsun - İlkadım - Pazar Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-pazar-mahallesinde-abonelik-acik-21-esyali-kiralik-daire-17779006,İkinci El,Betonarme,,,,,Var,,2,Evet,,,,,
17769562,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,12.500TL,Samsun - İlkadım - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/sezgin-aslan-dan-fevzi-cakmak-mah-de-masrafsiz-kiralik-daire-17769562,İkinci El,Betonarme,100 TL,12500 TL,,,Var,2,2,Evet,Açık Balkon,,,,
17764020,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,22.000TL,Samsun - İlkadım - Kalkancı Mahallesi,https://www.emlakjet.com/ilan/ilkadim-kalkanca-karasamsun-mahallesinde-kiralik-daire-17764020,İkinci El,Betonarme,,,2456,6,Var,2,2,,"Açık Balkon, Kapalı Balkon",,,,
17761044,04 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,165 m²,170 m²,4+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,Genel Fiyat,20.000TL,Samsun - Bafra - Çilhane Mahallesi,https://www.emlakjet.com/ilan/kahvecioglundan-41-fatih-mah-sifir-genis-arakat-kiralik-daire-17761044,,,,,1953,9,,,,,,,,,
17775355,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,46 m²,52 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/atakumda-deniz-manzarali-havuzlu-site-ici-luks-esyali-11-daire-17775355,,,,,,,,,,,,,,,
17768087,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - İlkadım - Hançerli Mahallesi,https://www.emlakjet.com/ilan/evim-nur-dan-hancerli-mh-31-ici-yapili-kiralik-daire-17768087,İkinci El,Betonarme,150 TL,20000 TL,1285,11,Var,1,2,Evet,Açık Balkon,,,,
17767816,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,11-15,Kot 3 (-3).Kat,8,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,13.000TL,Samsun - İlkadım - Adalet Mahallesi,https://www.emlakjet.com/ilan/avantaj-gayrimenkulden-kiralik-11-daire-merkezi-konumda-adalet-mahallesi-17767816,İkinci El,Betonarme,450 TL,13000 TL,,,Yok,,1,Evet,,,,,
17767082,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,120 m²,145 m²,3+1,5-10,5.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Evet,Yok,1,Genel Fiyat,20.000TL,Samsun - İlkadım - Çay Mahallesi,https://www.emlakjet.com/ilan/avantaj-gayrimenkulden-kiralik-daire-31-site-icinde-17767082,İkinci El,Betonarme,750 TL,20000 TL,,,Var,2,2,Hayır,Açık Balkon,,,,
17775942,07 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Samsun - İlkadım - Cedit Mahallesi,https://www.emlakjet.com/ilan/truva-genclik-parki-ustunde-ara-kat-bakimli-21-kiralik-daire-17775942,,,,,,,,,,,,,,,
17759883,03 Ağustos 2025,03 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/edis-emlak-tan-atakum-buyukoyumcada-esyali-kiralik-11-daire-17759883,Sıfır,Betonarme,400 TL,,,,,,,,,,,,
17774526,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/kuvvet-ten-cagaloglu-altnda-tramvayin-dibinde-kullanisli-11-17774526,,,,,,,,,,,,,,,
17773249,06 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,10.500TL,Samsun - İlkadım - Çiftlik Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-ciftlik-mahallesi-nde-sehir-merkezinde-21-kiralik-daire-17773249,İkinci El,Betonarme,,,,,Var,,2,Evet,,,,,
17771743,06 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,38 m²,54 m²,1+1,0 (Yeni),1.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Samsun - Atakum - Yeşildere Mahallesi,https://www.emlakjet.com/ilan/akgun-kurumsal-dan-yesildere-de-kiralik-11-daire-17771743,Sıfır,Betonarme,500 TL,,8378,13,Var,1,1,Evet,,,,,
17775724,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,2,Genel Fiyat,20.000TL,Samsun - 19 Mayıs - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/yusuf-usta-gayrimenkulden-merkez-de-esyali-31-kiralik-daire-17775724,,,,,990,1,,,,,,,,,
17770088,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,52 m²,58 m²,1+1,0 (Yeni),4.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/atakum-da-kiralik-11-sifir-daireesyali-ve-esyasiz-17770088,Sıfır,Betonarme,,,,,,,,,,,,,
17773544,06 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,20.000TL,Samsun - Atakum - Mimarsinan Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-mimarsinan-mahallesinde-abonelikleri-acik-31-esyali-kiralik-daire-17773544,İkinci El,Betonarme,,,,,Var,,2,Evet,,,,,
