İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17760134,04 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1 Oda,16-20,1.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/kiz-ogrenciye-kiralik-10-firsat-daire-17760134,,,3975,8,,,,,,,,,,,
17763928,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,16.000TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/trabzon-universite-mah-11-esyali-kiralik-daire-uzun-sureli-17763928,15000 TL,Yok,2275,13,,1,,,500 TL,,,,,,
17765729,05 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,0 (Yeni),Düz Giriş (Zemin),4,Merkezi (Pay Ölçer),Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,11.000TL,Trabzon - Araklı - Özgen Mahallesi,https://www.emlakjet.com/ilan/trabzon-arakli-ozgen-mah-toki-konutlarinda-21-giris-kat-sifir-daire-17765729,12000 TL,Var,,,1,2,,,800 TL,Açık Balkon,,,,,
17726048,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,7.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/trabzon-kasustu-nde-kiralik-21-esyali-daire-17726048,15000 TL,,319,8,,,,,600 TL,,,,,,
17767445,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,3,1.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,21.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/yalincak-kadir-aga-sitesi-kiralik-1-kat-31-145m2-daire-17767445,,,150,28,,,,,,,,,,,
17763071,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,1.Kat,9,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Çukurçayır Mahallesi,https://www.emlakjet.com/ilan/deha-emlaktan-kiralik-2-1-esyali-daire-cukurcayir-mahallesi-17763071,,,196,6,,1,İkinci El,Betonarme,1000 TL,,Hayır,,,,
17745748,31 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,5-10,Çatı Katı,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/esyali-21-cati-kat-daire-17745748,,,,,,,,,,,,,,,
17742070,31 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/trabzon-yesiltepe-mahallesinde-21-esyali-kiralik-daire-17742070,,,,,,,,,,,,,,,
17778247,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Trabzon - Akçaabat - Söğütlü Mahallesi,https://www.emlakjet.com/ilan/sogutlu-ilkokulu-ortaokulu-yaninda-kiralik-daire-17778247,,,,,,,,,,,,,,,
17754308,02 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,5-10,5.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Birim Fiyat,17.000TL,Trabzon - Yomra - Sancak Mahallesi,https://www.emlakjet.com/ilan/yomra-sancak-mahallesinde-merkez-ve-doga-ile-icice-ferah-31-kiralik-daire-17754308,0 TL,Var,1230,5,2,1,İkinci El,Betonarme,300 TL,Açık Balkon,Evet,,,,
17696735,22 Temmuz 2025,12 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,1.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,28.000TL,Trabzon - Akçaabat - Yıldızlı Mahallesi,https://www.emlakjet.com/ilan/yildizli-merkezde-31-kiralik-daire-17696735,,,118,76,,,,,1350 TL,,,,,,
17701714,23 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,160 m²,210 m²,4+1,5-10,4.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Bahçecik Mahallesi,https://www.emlakjet.com/ilan/selen-emlaktan-bahcecik-mahallesinde-kiralik-daire-17701714,,,4292,1,,,,,,,,,,,
17705608,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,Çatı Katı,5,Klimalı,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,11.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/golden-key-gayrimenkul-den-pelitli-de-esyali-kiralik-daire-17705608,,,105,7,,,,,,,,,,,
17717061,26 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-yesiltepe-de-21-kiralik-daire-17717061,12000 TL,Var,1119,21,1,1,İkinci El,Betonarme,0 TL,,,,,,
17694689,22 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,16-20,3.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,22.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-besirli-kiralik-site-ici-daire-17694689,24000 TL,,1463,1,,,,,750 TL,,,,,,
17702163,23 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,155 m²,165 m²,4+1,21 Ve Üzeri,6.Kat,8,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,30.000TL,Trabzon - Ortahisar - 1 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/selen-emlaktan-1-nolu-besirli-mahallesinde-kiralik-daire-aciklamayi-okuyunuz-17702163,,,1530,10,,,,,,,,,,,
17720551,27 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Kot 1 (-1).Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Trabzon - Ortahisar - Kanuni Mahallesi,https://www.emlakjet.com/ilan/trabzon-konaklar-kanuni-mah-afet-evleri-31-kiralik-17720551,,,,,,,İkinci El,Betonarme,700 TL,,,,,,
17691713,21 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,130 m²,153 m²,2+1,5-10,5.Kat,10,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,60.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/trabzon-kasustu-vardallar-rezidans-21-esyali-kiralik-daire-17691713,60000 TL,Var,223,13,2,,,,4500 TL,,,,,,
17705930,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,140 m²,143 m²,3+1,16-20,2.Kat,11,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-2-nolu-besirli-ikiz-bloklar-sitesi-nde-31-kiralik-daire-17705930,,,2886,3,,,,,,,,,,,
17714570,25 Temmuz 2025,22 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,2.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,17.000TL,Trabzon - Yomra - Sancak Mahallesi,https://www.emlakjet.com/ilan/dogru-karardan-yomrada-kiralik-ferah-daire-17714570,18000 TL,Var,1230,5,2,,,,350 TL,Açık Balkon,,2 m²,4 m²,,
17709965,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.500TL,Trabzon - Ortahisar - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/poyraz-gayrimenkul-aydinlikevler-kiralik-daire-21-17709965,,,,,,,,,,,,,,,
17718346,26 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,85 m²,100 m²,3+1,21 Ve Üzeri,2.Kat,3,Isıtma Yok,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Trabzon - Ortahisar - İskenderpaşa Mahallesi,https://www.emlakjet.com/ilan/trabzon-meydan-da-kiralik-31-daire-17718346,,,294,23,,,,,,,,,,,
17709964,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,Çatı Katı,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/poyraz-gayrimenkul-trabzon-besirli-kiralik-cati-kati-daire-21-17709964,,,,,,,,,,,,,,,
17716063,26 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,4,Çatı Katı,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Trabzon - Ortahisar - 1 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/1-nolu-bostanci-esyali-kiralik-11-firsat-daire-17716063,,,,,,,İkinci El,Betonarme,1750 TL,,,,,,
17703820,24 Temmuz 2025,04 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/boss-emlak-tan-uzun-sureli-lux-11-17703820,,,,,,,,,,,,,,,
17717804,26 Temmuz 2025,01 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Trabzon - Akçaabat - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/deha-emlak-tan-yaylacik-mahallesinde-kiralik-31-daire-17717804,14000 TL,Var,1468,3,3,2,İkinci El,Betonarme,100 TL,Açık Balkon,Hayır,,,,
17697592,23 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Trabzon - Arsin - Kuzguncuk Mahallesi,https://www.emlakjet.com/ilan/ermax-dan-deniz-manzarali-kiralik-daire-17697592,,,,,,,,,,,,,,,
17699189,23 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/rw-taka-dan-kalkinma-mh-kiralik-31-daire-17699189,,,,,,,,,,,,,,,
17725212,28 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Trabzon - Ortahisar - Kanuni Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-da-kiralik-31-daire-17725212,15000 TL,Var,3856,3,,,,,500 TL,,Evet,,,,
17693419,22 Temmuz 2025,01 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Trabzon - Akçaabat - Söğütlü Mahallesi,https://www.emlakjet.com/ilan/deha-emlak-tan-sogutlu-mahallesinde-kiralik-31-daire-17693419,20000 TL,,103,4,,1,İkinci El,Betonarme,,,Hayır,,,,
17709343,24 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,5-10,7.Kat,8,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,25.000TL,Trabzon - Ortahisar - Yeşilköy Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-luks-daire-kiralik-esyali-17709343,,,,,,,,,,,,,,,
17715795,25 Temmuz 2025,17 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,4+1,21 Ve Üzeri,3.Kat,4,Sobalı,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,7.000TL,Trabzon - Ortahisar - 2 Nolu Bostancı Mahallesi,https://www.emlakjet.com/ilan/trabzon-2-nolu-bostancida-41-esyasiz-sobali-kiralik-daire-17715795,7000 TL,Var,1088,151,2,1,İkinci El,Betonarme,0 TL,Açık Balkon,Hayır,50 m²,60 m²,70 m²,30 m²
17714291,25 Temmuz 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL,Trabzon - Ortahisar - İnönü Mahallesi,https://www.emlakjet.com/ilan/trabzon-yenimahalle-ici-sifir-yapilmis-21-daire-17714291,20000 TL,,860,121,,,,,,,,,,,
17712398,25 Temmuz 2025,13 Ağustos 2025,Konut,Kiralık,Daire,80 m²,130 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,12.000TL,Trabzon - Ortahisar - Bahçecik Mahallesi,https://www.emlakjet.com/ilan/bahcecik-te-kiralik-21-17712398,10000 TL,Var,780,28,3,2,,,,Açık Teras,,,,,
17706830,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,3,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,14.000TL,Trabzon - Ortahisar - Üniversite Mahallesi,https://www.emlakjet.com/ilan/trabzon-universite-mah-11-esyali-kiralik-daire-17706830,14000 TL,Var,2978,2,1,,,,,,,,,,
17705066,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,165 m²,241 m²,3+1,5-10,9.Kat,10,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,55.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/trabzon-kasustu-vardallar-rezidans-31-deniz-manzarali-17705066,,,,,,,Sıfır,,4500 TL,,,,,,
17701105,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,21.500TL,Trabzon - Ortahisar - Soğuksu Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-soguksu-da-31-kiralik-daire-17701105,21500 TL,,1053,38,,,,,,,,,,,
17719258,26 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,108 m²,120 m²,2+1,4,1.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,42.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-sahil-yolu-uzeri-nde-besirli-sahil-rezidans-21-kiralik-17719258,42000 TL,Var,1497,10,2,1,İkinci El,,1500 TL,,Evet,,,,
17695473,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,1.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.500TL,Trabzon - Of - İrfanlı Mahallesi,https://www.emlakjet.com/ilan/of-gayrimenkul-deniz-manzarali-site-ici-160m2-31-kiralik-17695473,,,,,,,,,,,,,,,
17692429,22 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,155 m²,165 m²,3+1,11-15,7.Kat,12,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,20.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/boss-emlak-tan-kasustu-merkezde-kiralik-31-siteici-17692429,,,,,,,,,,,,,,,
17669547,17 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,210 m²,250 m²,4+1,5-10,3.Kat,10,Merkezi Kömür,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/yalincak-deniz-evleri-sitesinde-kiralik-41-firsat-daire-17669547,40000 TL,Var,198,12,2,3,İkinci El,Betonarme,,Açık Balkon,Evet,,,,
17668030,17 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-uzun-sureli-full-esyali-21-ebeveyn-banyolu-17668030,,,,,,,,,,,,,,,
17668740,17 Temmuz 2025,17 Temmuz 2025,Konut,Kiralık,Daire,120 m²,145 m²,3+1,16-20,7.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Yeşiltepe Mahallesi,https://www.emlakjet.com/ilan/net-profesyonel-emlak-tan-yesiltepe-de-kiralik-daire-17668740,,,,,,,,,,,,,,,
17687962,21 Temmuz 2025,04 Ağustos 2025,Konut,Kiralık,Daire,170 m²,175 m²,4+1,0 (Yeni),8.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,28.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/2-nolu-besirli-de-kiralik-41-daire-17687962,,,,,,,,,,,,,,,
17671623,17 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,16-20,7.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,25.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/trabzon-besirli-3-palmiye-sitesi-kiralik-daire-17671623,25000 TL,,2890,7,,,,,400 TL,,,,,,
17660464,15 Temmuz 2025,15 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL,Trabzon - Ortahisar - Toklu Mahallesi,https://www.emlakjet.com/ilan/trabzon-toklu-mah-21-firsat-kiralik-daire-17660464,,,,,,,,,,,,,,,
17653341,14 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Trabzon - Beşikdüzü - Adacık Mahallesi,https://www.emlakjet.com/ilan/ozgur-emlak-tan-deniz-ve-teleferik-manzarali-kiralik-daire-17653341,,,,,,,,,,,,,,,
17667112,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,Yabancıdan,Evet,,1,Genel Fiyat,17.500TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/trabzon-kalkinma-ana-cadde-uzeri-esyali-kiralik-2-1-daire-17667112,17500 TL,Var,,,3,,,,,,,,,,
17683276,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,4,3.Kat,11,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,35.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-denize-sifir-kiralik-lux-21-17683276,,,,,,,,,,,,,,,
17683271,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,155 m²,170 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,2,Genel Fiyat,20.000TL,Trabzon - Ortahisar - Konaklar Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-konaklar-mah-deniz-manz-31-lux-esyali-17683271,,,,,,,,,,,,,,,
17682743,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,5-10,2.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,18.000TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/e-d-gyo-dan-trabzon-pelitli-yesilkoy-de-kiralik-31-daire-17682743,,,,,,,,,,,,,,,
17683265,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,25 m²,30 m²,Stüdyo,3,2.Kat,2,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-butun-faturalar-dahil-uzun-sure-10-17683265,,,,,,,,,,,,,,,
17673298,18 Temmuz 2025,21 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,3,3.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Müstakil Tapulu,Hayır,,2,Genel Fiyat,23.000TL,Trabzon - Ortahisar - Yalıncak Mahallesi,https://www.emlakjet.com/ilan/trabzon-ortahisar-yalincak-da-kiralik-31-daire-aciklamayi-okuyunuz-17673298,,Var,103,200,2,2,İkinci El,Betonarme,,Kapalı Balkon,,,,,
17667991,17 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,0 (Yeni),4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,18.000TL,Trabzon - Akçaabat - Söğütlü Mahallesi,https://www.emlakjet.com/ilan/sogutlude-kiralik-31-sifir-daire-kavi-gayrimenkulden-17667991,,,,,,,,,,,,,,,
17668610,17 Temmuz 2025,17 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Trabzon - Ortahisar - Kemerkaya Mahallesi,https://www.emlakjet.com/ilan/kemerkaya-mah-daire-isyerine-uygun-11-dogalgazli-asansorlu-17668610,,,,,,,,,,,,,,,
17654173,14 Temmuz 2025,14 Temmuz 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,3,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/yuksel-emlak-gyo-dan-yomra-kasustu-mahallesin-de-kiralik-daire-17654173,,,,,,,,,,,,,,,
17683274,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Trabzon - Ortahisar - Kalkınma Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-faturalar-dahil-merkezi-konumda-erkek-11-17683274,,,,,,,,,,,,,,,
17657221,15 Temmuz 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,4,8.Kat,11,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,23.000TL,Trabzon - Yomra - Kaşüstü Mahallesi,https://www.emlakjet.com/ilan/kasustu-nde-deniz-manzarali-ve-gunese-cephe-kiralik-ferah-daire-17657221,,,357,4,,,,,,,,,,,
17683278,20 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Trabzon - Ortahisar - Pelitli Mahallesi,https://www.emlakjet.com/ilan/yali-gayrimenkul-den-genis-ferah-kiralik-11-daire-17683278,,,,,,,,,,,,,,,
17654182,14 Temmuz 2025,18 Temmuz 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Trabzon - Ortahisar - 2 Nolu Beşirli Mahallesi,https://www.emlakjet.com/ilan/yuksel-emlak-gyo-dan-2-nolu-besirli-mahallesin-de-kiralik-daire-17654182,,,,,,,,,,,,,,,
