İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17882336,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,2,7.Kat,17,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.750TL,Kayseri - Kocasinan - Sahabiye Mahallesi,https://www.emlakjet.com/ilan/sahabiye-kentsel-donusumde-kiralik-daire-17882336,,,,,,,,,,,,,,,
17870808,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.500TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,https://www.emlakjet.com/ilan/ildem-kaykop-ta-kiralik-esyali-31-temiz-daire-17870808,,,,,,,,,,,,,,,
17885358,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,5-10,2.Kat,7,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/21-esyali-lux-kiralik-daire-17885358,,,,,,,,,,,,,,,
17889507,16 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,175 m²,3+1,4,3.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,Kayseri - Kocasinan - Yenidoğan Mahallesi,https://www.emlakjet.com/ilan/cb-anatolia-yenidogan-yipas-insaat-onu-acik-kiralik-31-17889507,,,,,,,,,,,,,,,
17870758,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,190 m²,200 m²,4+2,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,Kayseri - Kocasinan - Yeni Mahallesi,https://www.emlakjet.com/ilan/yeni-mahallede-kiralik-dubleks-daire-17870758,,,,,,,,,,,,,,,
17883826,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,4,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/global-emlak-sehir-hastanesi-arkasi-kiralik-esyali-11-daire-17883826,,,,,11360,2,,,,,,,,,
17884040,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,0 (Yeni),8.Kat,9,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Kayseri - Kocasinan - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/feza-erkilet-cocuk-hastanesi-yakininda-ara-kat-kiralik-daire-17884040,,,,,13658,5,,,,,,,,,
17882337,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,135 m²,175 m²,3+1,1,9.Kat,14,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,https://www.emlakjet.com/ilan/zumrut-mah-kiralik-daire-17882337,,,,,,,,,,,,,,,
17881302,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,0 (Yeni),4.Kat,9,Merkezi (Pay Ölçer),Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesi-karsisi-meskenli-sifir-21-kiralik-daire-17881302,,,,,,,,,,,,,,,
17876972,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,1.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Kayseri - Kocasinan - Mevlana Mahallesi,https://www.emlakjet.com/ilan/mevlana-da-cadde-uzeri-kiralik-21-tertemiz-daire-17876972,,,,,,,,,,,,,,,
17877205,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,5-10,4.Kat,13,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ildem-4-de-odul-yapida-kiralik-luks-daire-17877205,,,,,,,,,,,,,,,
17874159,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,13.Kat,14,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,27.000TL,Kayseri - Melikgazi - Köşk Mahallesi,https://www.emlakjet.com/ilan/kosk-mahallesi-nde-arven-mahall-kiralik-21-17874159,,,,,,,,,,,,,,,
17885355,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,135 m²,185 m²,3+1,5-10,9.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.750TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,https://www.emlakjet.com/ilan/cam-balkonlu-cok-genis-her-yere-yurume-mesafesinde-kiralik-daire-17885355,,,,,,,,,,,,,,,
17877542,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,0 (Yeni),11.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-da-3-1-kiralik-sifir-daire-17877542,,,,,,,,,,,,,,,
17882999,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,185 m²,3+1,0 (Yeni),5.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/papatya-caddesi-sifir-31-kiralik-daire-17882999,,,,,,,,,,,,,,,
17873406,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,120 m²,150 m²,3+1,11-15,9.Kat,14,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.500TL,Kayseri - Melikgazi - Fatih Mahallesi,https://www.emlakjet.com/ilan/fatih-mahallesinde-mimarsinan-osb-yakini-kiralik-ara-kat-daire-17873406,,,,,623,11,,,,,,,,,
17887714,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2.5+1,4,13.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,19.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-da-ici-full-yapili-kiralik-daire-17887714,,,,,,,,,,,,,,,
17874156,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,11-15,Yüksek Giriş,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/fevzi-cakmak-mahallesi-nde-full-yapili-bahceli-kiralik-31-17874156,,,,,,,,,,,,,,,
17885452,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,11-15,Bodrum Kat,2,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,7.250TL,Kayseri - Melikgazi - Osmanlı Mahallesi,https://www.emlakjet.com/ilan/osmanli-mah-de-21-sobali-kiralik-daire-17885452,,,,,,,,,,,,,,,
17883266,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+0,2,8.Kat,9,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,14.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesi-karsisinda-kiralik-luks-daire-17883266,,,,,10652,4,,,,,,,,,
17870753,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,140 m²,180 m²,3+1,5-10,5.Kat,11,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,22.500TL,Kayseri - Kocasinan - Yakut Mahallesi,https://www.emlakjet.com/ilan/yakut-da-fuar-parki-yaninda-genis-guney-cephe-kiralik-31-daire-17870753,,,,,,,,,,,,,,,
17880801,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,165 m²,3+1,11-15,8.Kat,9,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kayseri - Kocasinan - Barbaros Mahallesi,https://www.emlakjet.com/ilan/sumer-barboros-mah-kiralik-31-merkezi-sistem-daire-17880801,,,,,,,,,,,,,,,
17875391,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.750TL,Kayseri - Melikgazi - Keykubat Mahallesi,https://www.emlakjet.com/ilan/konal-keykubat-mahallesi-ulasimi-kolay-31-kiralik-daire-17875391,,,,,,,,,,,,,,,
17878599,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,90 m²,2+1,11-15,2.Kat,4,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,7.000TL,Kayseri - Melikgazi - Mimarsinan Mahallesi,https://www.emlakjet.com/ilan/akdeniz-gayrimenkulden-toki-8-etapta-kiralik-21-daire-17878599,,,,,,,,,,,,,,,
17885387,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,4,3.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/faturalar-butun-giderler-fiyata-dahil-tramvaya-yurume-mesafesi-17885387,,,,,,,,,,,,,,,
17885407,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,11-15,13.Kat,14,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-mahallesi-21-esyali-kiralik-daire-17885407,,,,,,,,,,,,,,,
17877539,14 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2.5+1,1,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.500TL,Kayseri - Talas - Kiçiköy Mahallesi,https://www.emlakjet.com/ilan/talas-kicikkoy-tramvay-duragi-yaninda-sifir-2-51-kiralik-daire-17877539,,,,,,,,,,,,,,,
17885991,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,145 m²,185 m²,4+1,11-15,10.Kat,12,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Kayseri - Talas - Yenidoğan Mahallesi,https://www.emlakjet.com/ilan/talas-yeni-dogan-mahallesinde-41esyali-kiralik-daire-17885991,,,,,,,,,,,,,,,
17878776,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,0 (Yeni),2.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kayseri - Kocasinan - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/erkilet-dagtekin-bade-konaklarinda-kiralik-21-17878776,,,,,,,,,,,,,,,
17888867,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,150 m²,190 m²,4+1,11-15,7.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-mahallesinde-kiralik-41-daire-17888867,,,,,,,,,,,,,,,
17855046,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,0 (Yeni),8.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,25.000TL,Kayseri - Talas - Kiçiköy Mahallesi,https://www.emlakjet.com/ilan/talas-ataturk-bulvarina-100-metre-kiralik-sifir-31-daire-17855046,,,,,,,,,,,,,,,
17855045,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,165 m²,195 m²,3+1,5-10,6.Kat,12,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talasta-halef-hoca-cad-ve-tramvaya-100-m-genis-31-kiralik-d-17855045,,,,,,,,,,,,,,,
17865475,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,120 m²,160 m²,3+1,11-15,1.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,https://www.emlakjet.com/ilan/yildirim-beyazit-ta-31-genis-ferah-luks-daire-17865475,,,,,,,,,,,,,,,
17865464,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,5-10,3.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-jandarmaya-300-m-mesafede-11-bagimsiz-esyali-kiralik-17865464,,,,,977,10,,,,,,,,,
17859308,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,5,Sobalı,Mülk Sahibi Oturuyor,,Kat İrtifakı,Hayır,,1,Genel Fiyat,10.000TL,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-erciyes-manzarali-21-daire-17859308,250 TL,10000 TL,,,1878,4,,,,,,,,,
17864386,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,4,8.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/dogru-emlak-kayseri-sehir-hastanesi-karsisinda-kiralik-21-daire-17864386,,,,,,,,,,,,,,,
17856935,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,150 m²,3+1,11-15,Yüksek Giriş,7,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,1,Birim Fiyat,12.300TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/remax-forum-dan-kiralik-31-kombili-17856935,700 TL,75000 TL,Var,2,150,5,İkinci El,Betonarme,Açık Balkon,,,2,,,Hayır
17856910,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,130 m²,165 m²,3+1,5-10,2.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,12.500TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/anka-gayrimenkul-mimarsinan-sirintepe-kiralik-31-daire-17856910,,,,,,,,,,,,,,,
17855036,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,145 m²,185 m²,4+1,11-15,10.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Kayseri - Talas - Kiçiköy Mahallesi,https://www.emlakjet.com/ilan/talasta-merkezi-konumda-kombili-kiralik-dubleks-41-daire-17855036,,,,,,,,,,,,,,,
17869023,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,16.500TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,https://www.emlakjet.com/ilan/kayseri-melikgazi-kiralik-21kombili-esyali-daire-ev-konut-bina-17869023,,,,,,,,,,,,,,,
17860912,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2.5+1,3,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,https://www.emlakjet.com/ilan/beyazsehir-gesi-kavsagi-saylak-ta-17860912,,,,,,,,,,,,,,,
17855037,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,11-15,2.Kat,2,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/depozitosuz-talas-mevlanada-hersey-dahil-kiralik-11-daire-17855037,,,,,,,,,,,,,,,
17863060,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,180 m²,3+1,16-20,9.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,17.500TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-da-cadde-uzeri-ara-kat-daire-17863060,,,,,,,,,,,,,,,
17855059,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,0 (Yeni),4.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/talas-bahcelievlerde-ana-caddeye-yakin-sifir-kiralik-31-daire-17855059,,,,,,,,,,,,,,,
17857578,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Kayseri - Melikgazi - Demokrasi Mahallesi,https://www.emlakjet.com/ilan/toki-4-bolgede-21-kiralik-daire-17857578,,,,,,,,,,,,,,,
17861986,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,5-10,2.Kat,12,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,19.500TL,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,https://www.emlakjet.com/ilan/the-duru-team-erkilet-de-31-merkezi-konumda-kiralik-daire-17861986,,,,,,,,,,,,,,,
17855167,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,16-20,5.Kat,15,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-mevlana-mh-universiteye-yakin-esyali-kiralik-31-daire-17855167,,,,,,,,,,,,,,,
17857032,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,160 m²,3+1,16-20,10.Kat,13,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Birim Fiyat,20.000TL,Kayseri - Talas - Harman Mahallesi,https://www.emlakjet.com/ilan/talas-bahcelievler-mahalle-sinde-31-kiralik-daire-17857032,,,,,1186,1,,,,,,,,,
17867075,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2.5+1,16-20,Bodrum Kat,4,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,6.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/selcuklu-mahallesi-kiralik-daire-17867075,,,,,,,,,,,,,,,
17865137,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,https://www.emlakjet.com/ilan/fetanet-emlaktan-esenyurtta-kombili-asansorlu-31-odali-kiralik-17865137,,,,,,,,,,,,,,,
17855043,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2.5+1,5-10,9.Kat,13,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Kayseri - Talas - Mevlana Mahallesi,https://www.emlakjet.com/ilan/talas-papatya-caddesinde-esyasiz-2-51-kiralik-daire-17855043,,,,,,,,,,,,,,,
17855042,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,160 m²,195 m²,3+1,11-15,13.Kat,13,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/talas-bahcelievlerde-gayet-genis-yamac-sitesinde-kiralik-31-d-17855042,,,,,,,,,,,,,,,
17855047,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,150 m²,195 m²,3+1,16-20,Yüksek Giriş,13,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Kayseri - Talas - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/talas-bahcelievlerde-parkin-karisisinda-kiralik-31-daire-17855047,,,,,,,,,,,,,,,
17860913,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,120 m²,160 m²,3+1,5-10,11.Kat,11,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ildem-odul-mabel-de-guney-dogu-17860913,,,,,,,,,,,,,,,
17862016,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,68 m²,1+1,2,1.Kat,9,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/the-duru-team-sehir-hastanesi-karsisi-kiralik-esyali-daire-17862016,,,,,,,,,,,,,,,
17860914,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,125 m²,165 m²,3+1,5-10,6.Kat,12,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ildem-de-park-manzarali-6-kat-guney-bati-17860914,,,,,,,,,,,,,,,
17857584,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,1,4.Kat,9,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Kayseri - Kocasinan - Şeker Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesi-karsisinda-21-daire-17857584,,,,,,,,,,,,,,,
17865143,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,Kayseri - Kocasinan - Yeni Mahallesi,https://www.emlakjet.com/ilan/fetanet-emlak-tan-yeni-mah-kiralik-31-bakimli-mustakil-girisli-17865143,,,,,,,,,,,,,,,
17865472,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,125 m²,3+1,21 Ve Üzeri,1.Kat,5,Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL,Kayseri - Talas - Yenidoğan Mahallesi,https://www.emlakjet.com/ilan/talas-yenidogan-mh-sobali-genis-kiralik-daire-17865472,,,,,,,,,,,,,,,
17863065,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Kayseri - Melikgazi - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/hurriyet-mahallesi-nde-kiralik-daire-17863065,,,,,,,,,,,,,,,
17849114,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,180 m²,210 m²,4.5+1,21 Ve Üzeri,1.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,23.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,https://www.emlakjet.com/ilan/yildirim-beyazit-ta-cadde-ustu-kiralik-41-daire-17849114,,,,,,,,,,,,,,,
17835283,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,125 m²,165 m²,3+1,4,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/mimsin-de-31-aylik-odemeli-kiralik-daire-17835283,,,,,,,,,,,,,,,
