İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Salon Metrekare
17836031,12 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,5-10,1.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Eskişehir - Odunpazarı - Gökmeydan Mahallesi,https://www.emlakjet.com/ilan/akademi-den-gokmeydan-borsa-bulvari-nda-genis-21-kiralik-daire-17836031,,,,,,,,,,,,,,,
17825133,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,83 m²,90 m²,2+1,11-15,2.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,13.500TL,Eskişehir - Odunpazarı - Vadişehir Mahallesi,https://www.emlakjet.com/ilan/eslider-den-vadisehir-de-kiralik-21-17825133,,,,,,,,,,,,,,,
17825951,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.500TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/esogu-ye-1-dakika-yurume-mesafesinde-firsat-daire-sk-2-17825951,20772,14,,,,,,,,,,,,,
17833113,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,61 m²,70 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Yıldıztepe Mahallesi,https://www.emlakjet.com/ilan/aslan-emlak-gayrimenkulden-kiralik-11-17833113,,,,,,,,,,,,,,,
17830940,11 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,40 m²,60 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/pi-emlak-tan-espark-yakini-abonelikler-acik-esyali-kiralik-11-17830940,23006,1,,,,,,,,,,,,,
17823194,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,3,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Odunpazarı - Gökmeydan Mahallesi,https://www.emlakjet.com/ilan/ozgun-gayrimenkulden-kiralik-gokmeydan-da-31-daire-17823194,,,,,,,,,,,,,,,
17823752,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Eskişehir - Tepebaşı - Ömerağa Mahallesi,https://www.emlakjet.com/ilan/pamukkale-emlaktan-hatboyu-bulvari-yakini-31-kiralik-daire-17823752,,,,,,,,,,,,,,,
17830941,11 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/pi-emlak-tan-espark-yakini-abonelikler-acik-esyali-kiralik-21-17830941,23006,1,,,,,,,,,,,,,
17833121,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/aslan-emlak-gayrimenkul-den-sirintepe-de-esyali-11-daire-17833121,,,,,,,,,,,,,,,
17835310,12 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/donertas-emlaktan-sirintepe-mah-kiralik-11-ara-kat-apart-daire-17835310,19818,3,İkinci El,Betonarme,,10000 TL,,Yok,,,,1,,Hayır,
17834100,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Eskişehir - Odunpazarı - Vişnelik Mahallesi,https://www.emlakjet.com/ilan/esil-grup-tan-visnelik-mh-kiralik-ara-kat-31-daire-17834100,,,,,,,,,,,,,,,
17833436,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+0,0 (Yeni),4.Kat,4,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/emek-mah-olce-siteleri-yakini-bahceli-20-65m2-daire-17833436,,,Sıfır,Betonarme,,,,,,,,,,,
17831213,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Eskişehir - Tepebaşı - Uluönder Mahallesi,https://www.emlakjet.com/ilan/oscar-dan-metro-market-yakini-skk-bloklarinda-31-17831213,,,,,,,,,,,,,,,
17831215,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,5.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.500TL,Eskişehir - Tepebaşı - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/oscar-dan-seylap-caddesi-uzeri-ara-kat-cift-balkonlu-31-17831215,,,,,,,,,,,,,,,
17835698,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Odunpazarı - İstiklal Mahallesi,https://www.emlakjet.com/ilan/esgyo-dan-sair-fuzuli-caddesi-yaninda-kiralik-ofis-isyeri-17835698,,,,,,,,,,,,,,,
17823746,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Tepebaşı - Cumhuriye Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezinde-cengiz-topel-caddesi-yakini-21-kiralik-daire-17823746,,,,,,,,,,,,,,,
17823747,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.000TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/sutluce-mahallesinde-universite-yakin-konumda-sifir-11-daire-17823747,,,,,,,,,,,,,,,
17836020,12 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,5-10,5.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Eskişehir - Tepebaşı - Zafer Mahallesi,https://www.emlakjet.com/ilan/akademi-den-zafer-de-amerikan-mutfakli-31-kiralik-daire-17836020,,,,,,,,,,,,,,,
17837421,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,2.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/elmastan-kiralik-universite-karsisi-esyali-21-daire-17837421,,,,,,,,,,,,,,,
17819594,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Eskişehir - Odunpazarı - Büyükdere Mahallesi,https://www.emlakjet.com/ilan/sarilar-gm-den-universite-yakini-11-kiralik-daire-17819594,,,,,,,,,,,,,,,
17816524,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Eskişehir - Odunpazarı - Vişnelik Mahallesi,https://www.emlakjet.com/ilan/ali-cifter-den-visnelik-mah-taskopru-caddesinde-kiralik-31-17816524,,,,,,,,,,,,,,,
17816975,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,2,Düz Giriş (Zemin),3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Eskişehir - Tepebaşı - Sazova Mahallesi,https://www.emlakjet.com/ilan/serkan-metinden-sazovada-kiralik-11-esyali-daire-17816975,,,,,,,,,,,,,,,
17813176,10 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Odunpazarı - Huzur Mahallesi,https://www.emlakjet.com/ilan/huzur-mah-pazar-yakini-ara-kat-kiralik-31-daire-17813176,,,,,,,,,,,,,,,
17816995,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Odunpazarı - Arifiye Mahallesi,https://www.emlakjet.com/ilan/serkan-metinden-hamamyoluna-yakin-11-apart-17816995,,,,,,,,,,,,,,,
17810594,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/sirintepe-mahallesi-universite-yakini-genis-ayri-mutfakli-daire-17810594,,,,,,,,,,,,,,,
17820717,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Eskişehir - Tepebaşı - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/ozdilek-yakini-arakat-daire-17820717,,,,,,,,,,,,,,,
17816529,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Kırmızıtoprak Mahallesi,https://www.emlakjet.com/ilan/ali-cifter-den-kirmizitoprak-mah-kombili-esyali-21-kiralik-17816529,,,,,,,,,,,,,,,
17818599,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/anadolu-universitesi-yaninda-11-cift-cepheli-kiralik-daire-17818599,,,,,,,,,,,,,,,
17814216,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/hanay-emlak-tan-sutluce-mh-kiralik-11-apart-daire-17814216,,,,,,,,,,,,,,,
17818858,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.500TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/genc-grup-camlica-kapali-pazar-yakini-arakat-cift-balkon-2-1-17818858,,,,,,,,,,,,,,,
17818854,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/genc-grup-sirintepe-ismet-inonu-blv-yakini-bahceli-kiralik-21-17818854,,,,,,,,,,,,,,,
17819583,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,88 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Odunpazarı - Yenikent Mahallesi,https://www.emlakjet.com/ilan/sarilar-gm-den-yenikent-evlerinde-21-bakimli-kiralik-daire-17819583,,,,,,,,,,,,,,,
17813889,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+0,16-20,2.Kat,3,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Eskişehir - Odunpazarı - Deliklitaş Mahallesi,https://www.emlakjet.com/ilan/boyut-global-den-hamam-yolu-yediler-parki-yakini-kiralik-20-17813889,,,,,,,,,,,,,,,
17816993,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,56 m²,69 m²,1+1,0 (Yeni),2.Kat,3,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Odunpazarı - Sümer Mahallesi,https://www.emlakjet.com/ilan/serkan-metinden-sumerde-kiralik-11-daireler-17816993,,,,,,,,,,,,,,,
17817001,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Tepebaşı - Eskibağlar Mahallesi,https://www.emlakjet.com/ilan/serkan-metinden-baglarda-esyali-kiralik-11-apart-17817001,,,,,,,,,,,,,,,
17816527,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Eskişehir - Odunpazarı - Gültepe Mahallesi,https://www.emlakjet.com/ilan/ali-cifter-den-gultepe-de-kombili-ara-kat-21-daire-17816527,,,,,,,,,,,,,,,
17810595,10 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Eskişehir - Odunpazarı - 71 Evler Mahallesi,https://www.emlakjet.com/ilan/71-evler-site-ici-ozel-garajli-sifir-iskanli-ebeveyn-banyolu-31-17810595,,,,,,,,,,,,,,,
17822813,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Eskişehir - Odunpazarı - Alanönü Mahallesi,https://www.emlakjet.com/ilan/ozbey-emlaktan-alanonu-mh-saglik-ocagi-karsisi-ara-kat-kiralik-17822813,,,,,,,,,,,,,,,
17814752,10 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,4,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,45.000TL,Eskişehir - Odunpazarı - İstiklal Mahallesi,https://www.emlakjet.com/ilan/istiklal-mh-porsuk-nehrine-20-m-mesafe-luks-kiralik-31-daire-17814752,,,,,,,,,,,,,,,
17822396,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,4,2.Kat,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/buket-emlaktan-sirintepe-mah-luks-kiralik-21-daire-17822396,15162,1,,,,,,,,,,,,,
17819593,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/sarilar-gayrimenkul-den-ertas-yakini-11-kiralik-daire-17819593,,,,,,,,,,,,,,,
17817003,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,76 m²,103 m²,2+1,5-10,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Tepebaşı - Yaşamkent Mahallesi,https://www.emlakjet.com/ilan/serkan-metinden-tokide-kiralik-esyali-21-daire-17817003,,,,,,,,,,,,,,,
17819879,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Huzur Mahallesi,https://www.emlakjet.com/ilan/gama-gayrimenkul-den-sehir-ekonomik-kiralik-21-17819879,20524,7,,,,,,,,,,,,,
17813902,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+0,21 Ve Üzeri,3.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Eskişehir - Odunpazarı - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/boyut-global-den-ziya-pasa-caddesi-uzerinde-esyali-daire-17813902,,,,,,,,,,,,,,,
17813897,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,Stüdyo,5-10,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,9.000TL,Eskişehir - Tepebaşı - Ömerağa Mahallesi,https://www.emlakjet.com/ilan/boyut-global-den-espark-yakini-esyali-kiraya-her-sey-dahil-10-17813897,,,,,,,,,,,,,,,
17810596,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,5-10,5.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,45.000TL,Eskişehir - Odunpazarı - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezde-giyinme-odali-turk-hamamli-ara-kat-genis-luks-41-17810596,,,,,,,,,,,,,,,
17810593,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Eskişehir - Tepebaşı - Şirintepe Mahallesi,https://www.emlakjet.com/ilan/sirintepe-full-esyali-kiralik-11-daire-17810593,,,,,,,,,,,,,,,
17818862,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Odunpazarı - Osmangazi Mahallesi,https://www.emlakjet.com/ilan/genc-grup-basin-sehitleri-cd-uzerinde-onu-acik-arakat-balkonlu-17818862,,,,,,,,,,,,,,,
17821640,11 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL,Eskişehir - Odunpazarı - 71 Evler Mahallesi,https://www.emlakjet.com/ilan/emek-mahallesi-kiralik-ara-kat-11-kombili-daire-17821640,21780,2,,,,10000 TL,,Yok,,,,,,,
17810422,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,11-15,8.Kat,12,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,43.000TL,Eskişehir - Tepebaşı - Hoşnudiye Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-ozdilek-loft-ta-kiralik-160-m2-31-daire-17810422,,,,,,,,,,,,,,,
17810591,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/universite-yakini-esyali-ayri-mutfakli-11-kiralik-daire-17810591,,,,,,,,,,,,,,,
17801572,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Eskişehir - Odunpazarı - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/oz-yasayan-gayrimenkulden-ziyapasa-cad-dibinde-kiralik-31-daire-17801572,,,,,,,,,,,,,,,
17808580,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Eskişehir - Tepebaşı - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/turyap-tan-sutluce-de-a-universitesi-yakini-esyali-kiralik-11-17808580,,,,,,,,,,,,,,,
17810451,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.500TL,Eskişehir - Tepebaşı - Ertuğrulgazi Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkulden-ertugrulgazi-ozdilek-sirasi-kiralik-11daire-17810451,,,,,,,,,,,,,,,
17808566,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Eskişehir - Tepebaşı - Yenibağlar Mahallesi,https://www.emlakjet.com/ilan/turyap-tan-baglar-da-luks-esyali-asansorlu-kiralik11-apart-17808566,,,,,,,,,,,,,,,
17810443,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Tepebaşı - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-bahcelievlerde-kiralik-esyali-11-daire-17810443,,,,,,,,,,,,,,,
17808592,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,7.Kat,11,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,26.000TL,Eskişehir - Tepebaşı - Çamlıca Mahallesi,https://www.emlakjet.com/ilan/turyap-sogutonun-den-camlica-yenicaykent-sit-kiralik-31-daire-17808592,,,,,,,,,,,,,,,
17810449,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Eskişehir - Odunpazarı - Vişnelik Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-visnelik-ogretmeler-bulv-arasi-kiralik-21-17810449,,,,,,,,,,,,,,,
17810429,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,Eskişehir - Odunpazarı - Emek Mahallesi,https://www.emlakjet.com/ilan/park-gayrimenkul-den-emek-mh-kiralik-sifir-21-daire-17810429,,,,,,,,,,,,,,,
17805273,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Eskişehir - Odunpazarı - Çankaya Mahallesi,https://www.emlakjet.com/ilan/buewo-dan-cankaya-mh-gocmen-evleri-esyali-kiralik-21-daire-17805273,,,İkinci El,Betonarme,,,,,,,,,,,
