İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17829067,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.500TL,Ankara - Sincan - Yunus Emre Mahallesi,https://www.emlakjet.com/ilan/kiralik-devlet-mah-yani-sitede-31-17829067,,,,Boş,Yok,,,,,,,,
17827248,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,2+1,4,6.Kat,30,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,78.500TL,Ankara - Çankaya - Beytepe Mahallesi,https://www.emlakjet.com/ilan/cb-erva-dan-konum-beytepe-de-21-esyali-kiralik-daire-17827248,,,,Eşyalı,Yok,,,,,,,,
17828141,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),2.Kat,3,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,32.000TL,Ankara - Mamak - Mehtap Mahallesi,https://www.emlakjet.com/ilan/sifir-bina-asansorlu-esyali-abonelikler-dahil-21-luks-daireler-17828141,,,,Boş,Yok,,,,,,,,
17829361,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Sincan - Mareşal Çakmak Mahallesi,https://www.emlakjet.com/ilan/emlak-danismanimdan-21-yuksek-giris-full-esyali-trene-yurume-mesafesinde-17829361,45,23,,Boş,Yok,,,,,,,,
17827276,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,38 m²,42 m²,1+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,21.500TL,Ankara - Çankaya - Dodurga Mahallesi,https://www.emlakjet.com/ilan/nest-yasam-da-kiralik-11-daire-17827276,,,,Boş,Yok,,,,,,,,
17828747,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,44 m²,54 m²,1+1,21 Ve Üzeri,3.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,19.500TL,Ankara - Etimesgut - Tunahan Mahallesi,https://www.emlakjet.com/ilan/tunahan-mah-tek-emlaktan-11-kiralik-daire-17828747,17711,1,,,Yok,Betonarme,,,Hayır,,,,
17827252,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,4.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,33.500TL,Ankara - Gölbaşı - Hacılar Mahallesi,https://www.emlakjet.com/ilan/incek-loft-sitesi-kiralik-11-buyuk-tip-kapali-mutfakli-daire-17827252,,,,Boş,Yok,,,,,,,,
17829639,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,Yüksek Giriş,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,32.000TL,Ankara - Etimesgut - Şeyh Şamil Mahallesi,https://www.emlakjet.com/ilan/kiralik-full-sifirdan-yapili-31-daire-ipek-demircan-gayrimenkul-17829639,,,,Boş,Yok,,,,,,,,
17828157,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,0 (Yeni),Kot 1 (-1).Kat,3,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Mamak - Mehtap Mahallesi,https://www.emlakjet.com/ilan/valizini-al-gel-abonelikler-dahil-11-sifir-daire-sifir-esya-17828157,,,,Boş,Yok,,,,,,,,
17827240,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.950TL,Ankara - Etimesgut - 30 Ağustos Mahallesi,https://www.emlakjet.com/ilan/tasarimdan-21-esyali-merkezi-konumda-kiralik-daire-17827240,,,,Eşyalı,Yok,,,,,,,,
17828116,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,0 (Yeni),14.Kat,15,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,2,,,,,Genel Fiyat,42.000TL,Ankara - Mamak - Akşemsettin Mahallesi,https://www.emlakjet.com/ilan/natavega-ya-komsu-7-24-guvenlikli-vadi-manzarada-14-kat-31daire-17828116,,,,Boş,Yok,,,,,,,,
17827278,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,Stüdyo,3,Bahçe Katı,3,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.500TL,Ankara - Çankaya - Konutkent Mahallesi,https://www.emlakjet.com/ilan/konutkent-te-faturalar-dahil-kiralik-daireler-17827278,,,,Eşyalı,Yok,,,,,,,,
17828152,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,0 (Yeni),1.Kat,3,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,27.500TL,Ankara - Mamak - Mehtap Mahallesi,https://www.emlakjet.com/ilan/tip-fakultesi-cadde-yakini-abonelikler-dahil-esyali-sifir-11-17828152,,,,Boş,Yok,,,,,,,,
17827238,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,5.Kat,10,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,43.000TL,Ankara - Etimesgut - Yeni Bağlıca Mahallesi,https://www.emlakjet.com/ilan/tasarimdan-31-site-icerisinde-kiralik-daire-17827238,,,,Boş,Yok,,,,,,,,
17829625,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,30.000TL,Ankara - Çankaya - Doğuş Mahallesi,https://www.emlakjet.com/ilan/baglar-caddesi-uzeri-katta-31-mobilyali-kiralik-daire-17829625,,,,Eşyalı,Yok,,,,,,,,
17829396,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Mamak - Aşık Veysel Mahallesi,https://www.emlakjet.com/ilan/asik-veysel-de-125m2-31-full-yapili-cift-balkon-yalitimli-salon-bagimsiz-2-kat-kombili-kiralik-17829396,,,İkinci El,,Yok,Betonarme,100 TL,,,,,,
17827140,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,1,Kapalı Balkon,1,Genel Fiyat,25.000TL,Ankara - Çankaya - Fidanlık Mahallesi,https://www.emlakjet.com/ilan/cankaya-kollej-halk-sk-ta-katta-asansorlu-bagimsiz-kombili-on-21-17827140,1056,7,İkinci El,Boş,Yok,Betonarme,,,Hayır,4 m²,10 m²,25 m²,3 m²
17828668,11 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Sincan - Osmanlı Mahallesi,https://www.emlakjet.com/ilan/sincan-tren-istasyonuna-yurume-mesafesinde-full-esyali-katta-21-kiralik-daire-17828668,4228,1,,,,,,,,,,,
17829626,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,Düz Giriş (Zemin),3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,35.000TL,Ankara - Çankaya - Aşıkpaşa Mahallesi,https://www.emlakjet.com/ilan/ankara-emlak-tan-acin-caddesi-full-esyali-31-kiralik-daire-17829626,,,,Eşyalı,Yok,,,,,,,,
17823805,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,2,Genel Fiyat,22.000TL,Ankara - Keçiören - Esertepe Mahallesi,https://www.emlakjet.com/ilan/ankara-kecioren-esertepe-merkez-de-31-esyali-kiralik-daire-gata-ve-sehir-hastanesi-yakini-17823805,,,,Eşyalı,Yok,Betonarme,,23000 TL,Hayır,,,,
17823026,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,125 m²,137 m²,3+1,16-20,1.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,23.500TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-temiz-bakimli-31-y-tipi-kiralik-17823026,,,,Boş,Yok,,,,,,,,
17822402,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,98 m²,115 m²,3+1,21 Ve Üzeri,Yüksek Giriş,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,28.000TL,Ankara - Çankaya - Seyranbağları Mahallesi,https://www.emlakjet.com/ilan/ilgim-den-kizilay-ted-yakini-kombili-31-daire-17822402,,,İkinci El,,Yok,Betonarme,150 TL,,,,,,
17823034,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,Kot 1 (-1).Kat,10,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,17.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-esyali-yapili-21-17823034,,,,Eşyalı,Yok,,,,,,,,
17821574,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,150 m²,220 m²,5+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,Var,4 +,Kapalı Balkon,,Genel Fiyat,40.000TL,Ankara - Çankaya - Keklik Pınarı Mahallesi,https://www.emlakjet.com/ilan/kiralik-dikmen-51-harika-manzarali-terasli-yapili-bos-17821574,27295,4,,Boş,,,,,,,,,
17824534,11 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,21 Ve Üzeri,3.Kat,9,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,Yok,,,,,Genel Fiyat,42.000TL,Ankara - Çankaya - Yıldızevler Mahallesi,https://www.emlakjet.com/ilan/cankaya-yildizevler-gorkem-sitesinde-31-katta-17824534,16489,1,İkinci El,,Yok,Betonarme,3500 TL,,,,,,
17823997,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.000TL,Ankara - Keçiören - 19 Mayıs Mahallesi,https://www.emlakjet.com/ilan/tuna-dan-alacali-cad-uzeri-31-yapili-katta-kiralik-daire-17823997,4048,17,,,,,,,,,,,
17824538,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Çankaya - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievlerde-21-kombili-yuksek-giris-bakimli-17824538,2648,80,İkinci El,,Yok,Betonarme,,,,,,,
17823029,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,5.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.500TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/cankaya-uni-karsisi-turkuazda-duzgun-esyali-21-17823029,,,,Eşyalı,Yok,,,,,,,,
17823031,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,3.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,21.500TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuaz-nilufer-adasinda-bakimli-yapili-esyali-21-17823031,,,,Eşyalı,Yok,,,,,,,,
17824672,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.500TL,Ankara - Keçiören - Esertepe Mahallesi,https://www.emlakjet.com/ilan/esertepe-bankalar-caddesi-yakini-kat-konumunda-full-yapili-daire-17824672,,,,Boş,Yok,,,,,,,,
17824115,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,20.500TL,Ankara - Gölbaşı - Seğmenler Mahallesi,https://www.emlakjet.com/ilan/segmenler-de-11-bos-kiralik-0-daire-17824115,,,,Boş,Yok,,,,,,,,
17823014,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,9.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-bakimli-duzgun-esyali-21-17823014,,,,Eşyalı,Yok,,,,,,,,
17822569,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.500TL,Ankara - Keçiören - Yakacık Mahallesi,https://www.emlakjet.com/ilan/asya-emlak-tan-kiralik-tepebasi-merkezde-salon-bagimsiz-full-yapili-ankara-manzarali-31-17822569,4140,21,,,,,,,,,,,
17824484,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,37.750TL,Ankara - Çankaya - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelivler-3-caddeye-yakin-31-2-katta-on-otoparkli-17824484,,,İkinci El,,Yok,Betonarme,,,,,,,
17825937,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.000TL,Ankara - Yenimahalle - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/yenimahalle-karsiyaka-da-21-kiralik-bos-daire-17825937,,,,Boş,Yok,,,,,,,,
17824540,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,35.000TL,Ankara - Çankaya - Yukarı Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievlerde-31-katta-on-otoparkli-bakimli-17824540,,,İkinci El,,Yok,Betonarme,,,,,,,
17821966,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,35.500TL,Ankara - Altındağ - Güneşevler Mahallesi,https://www.emlakjet.com/ilan/gunesevler-merkezde-2-kat-31-kiralik-daire-17821966,22049,10,,Boş,Yok,,,,,,,,
17823304,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,16-20,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,27.500TL,Ankara - Keçiören - Şefkat Mahallesi,https://www.emlakjet.com/ilan/lider-emlak-tan-keciorende-masrafsiz-esyali-31-kiralik-17823304,5557,5,,,,,,,,,,,
17824107,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,11-15,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,2,Genel Fiyat,25.000TL,Ankara - Keçiören - Yayla Mahallesi,https://www.emlakjet.com/ilan/ankara-kecioren-yayla-merkez-de-21-esyali-kiralik-daire-17824107,,,,Eşyalı,Yok,Betonarme,,25000 TL,Hayır,,,,
17821498,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,34.000TL,Ankara - Etimesgut - Ayyıldız Mahallesi,https://www.emlakjet.com/ilan/ayyildiz-da-site-ici-31-asansorlu-ara-kat-3-cepheli-luks-dair-17821498,,,,Boş,Yok,,,,,,,,
17823017,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,137 m²,3+1,16-20,3.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-merkezi-konumda-y-tipi-31-17823017,,,,Boş,Yok,,,,,,,,
17823023,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,132 m²,3+1,11-15,11.Kat,12,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,28.500TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-bakimli-yapili-oturuma-hazir-31-17823023,,,,Boş,Yok,,,,,,,,
17823020,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,5.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,21.500TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-park-ve-okul-yakini-yapili-bakimli-21-17823020,,,,Boş,Yok,,,,,,,,
17822096,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,2,,2,Genel Fiyat,23.000TL,Ankara - Keçiören - Yükseltepe Mahallesi,https://www.emlakjet.com/ilan/yukseltepe-de-cadde-uzeri-1-katta-kapali-otoparkli-kiralik-daire-17822096,30193,11,İkinci El,Boş,Yok,,,23000 TL,Hayır,,,,
17822331,11 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,180 m²,230 m²,5+1,11-15,Çatı Dubleks,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,30.000TL,Ankara - Etimesgut - Topçu Mahallesi,https://www.emlakjet.com/ilan/akif-ten-elvankent-topcu-da-51-manzarali-terasli-kiralik-daire-17822331,45757,5,,,,,200 TL,30000 TL,,,,,
17823019,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,180 m²,192 m²,4+1,11-15,3.Kat,14,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,,,,,Genel Fiyat,30.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuazda-merkezi-konumda-bakimli-guney-cephe-41-17823019,,,,Boş,Yok,,,,,,,,
17824451,11 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Keçiören - Etlik Mahallesi,https://www.emlakjet.com/ilan/coskun-emlak-dan-etlik-merkezde-31-bagimsiz-salon-17824451,5560,3,,,,,,,,,,,
17823028,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,5.Kat,10,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Turkuaz Mahallesi,https://www.emlakjet.com/ilan/turkuaz-canan-market-yakini-esyali-21-17823028,,,,Eşyalı,Yok,,,,,,,,
17823636,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,2,"Açık Balkon, Kapalı Balkon",1,Genel Fiyat,26.500TL,Ankara - Yenimahalle - Çarşı Mahallesi,https://www.emlakjet.com/ilan/sahibinden-temiz-katta-31-etlik-sehir-hastanesine-yakin-kiralik-daire-17823636,8084,67,,Boş,,Betonarme,,,,10 m²,7 m²,35 m²,5 m²
17821128,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,31.000TL,Ankara - Çankaya - İlkadım Mahallesi,https://www.emlakjet.com/ilan/dikmen-vadi-yakini-name-sok-31-kiralik-1-kat-on-cephe-17821128,,,,Boş,Yok,,,,,,,,
17820073,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.000TL,Ankara - Etimesgut - 30 Ağustos Mahallesi,https://www.emlakjet.com/ilan/asmin-den-esyali-21-kiralik-daire-17820073,,,,Eşyalı,Yok,,,,,,,,
17820751,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,23.000TL,Ankara - Keçiören - Ufuktepe Mahallesi,https://www.emlakjet.com/ilan/ufuktepe-merkez-kiralik-ferah-bir-daire-orta-kat-guney-31-17820751,,,,Boş,Yok,,,,,,,,
17821365,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Ankara - Gölbaşı - İncek Mahallesi,https://www.emlakjet.com/ilan/bulvara-yakin-sifir-oturuma-hazir-kombili-lux-11-kiralik-17821365,,,,Boş,Yok,,,,,,,,
17816434,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,4+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,28.000TL,Ankara - Mamak - Şafaktepe Mahallesi,https://www.emlakjet.com/ilan/hakan-cad-tren-istasyonu-yakini-esyali-kiralik-3-51-daire-17816434,,,,Eşyalı,Yok,,,,,,,,
17818834,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,1,Genel Fiyat,23.000TL,Ankara - Etimesgut - 30 Ağustos Mahallesi,https://www.emlakjet.com/ilan/30-agustos-mah-merkezi-konumda-on-cephe-esyali-11-17818834,45519,8,İkinci El,Boş,Yok,Betonarme,150 TL,23000 TL,,,,,
17818082,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,105 m²,117 m²,3+1,11-15,5.Kat,13,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,18.000TL,Ankara - Etimesgut - Atayurt Mahallesi,https://www.emlakjet.com/ilan/2-bolge-en-merkezi-konumda-katta-31-17818082,,,,Boş,Yok,,,,,,,,
17821351,11 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,170 m²,185 m²,4+1,5-10,6.Kat,16,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,37.000TL,Ankara - Yenimahalle - Kayalar Mahallesi,https://www.emlakjet.com/ilan/cihandan-kayalar-da-guventepe-cadde-veysel-satir-cadde-yakini-kiralik-41-daire-17821351,61268,6,,,,,,,,,,,
17818712,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2.5+1,0 (Yeni),8.Kat,15,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,45.000TL,Ankara - Yenimahalle - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/metroya-300-metre-2-51-kiralik-full-yapili-sifir-daire-17818712,,,,Boş,Yok,,,,,,,,
17817422,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,1.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Ankara - Etimesgut - Şeyh Şamil Mahallesi,https://www.emlakjet.com/ilan/seysamil-mahallesinde-11-sifir-esyali-kiralik-daire-17817422,,,,Eşyalı,Yok,,,,,,,,
17817418,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,16-20,4.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,37.500TL,Ankara - Etimesgut - Şeyh Şamil Mahallesi,https://www.emlakjet.com/ilan/merkezi-konum-kiralik-31-daire-17817418,,,,Boş,Yok,,,,,,,,
