İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Ada,Parsel,Eşya Durumu,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Salon Metrekare,WC Metrekare,Banyo Metrekare,Balkon Metrekare
17927130,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Balıkesir - Bandırma - Hacı Yusuf Mahallesi,https://www.emlakjet.com/ilan/haciyusuf-deniz-manzarali-kiralik-21-esyali-daire-17927130,,186,20,,,,,,,,,,
17940206,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,67 m²,77 m²,2+1,16-20,2.Kat,3,Klimalı,Boş,İkinci El,Betonarme,1 TL,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,22.000TL,Balıkesir - Edremit - Güre Mahallesi,https://www.emlakjet.com/ilan/bahadir-emlaktan-gure-esyali-kiralik-daire-17940206,,,,Eşyalı,,,,,,,,,
17934282,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,44 m²,50 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Balıkesir - Bandırma - Hacı Yusuf Mahallesi,https://www.emlakjet.com/ilan/haciyusuf-mahallesi-ogretmen-evine-yakin-kiralik-11-esyali-daire-17934282,,,,,,,,,,,,,
17925991,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,16-20,1.Kat,4,Klimalı,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,30.000TL,Balıkesir - Edremit - Sarıkız Mahallesi,https://www.emlakjet.com/ilan/buse-emlaktan-akcay-merkezde-a-borek-uzeri-31-kiralik-daire-17925991,,,,,,,,,,,,,
17936854,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,3,1.Kat,7,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,2,Genel Fiyat,30.000TL,Balıkesir - Edremit - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/kardes-ten-kadikoy-akbulut-evlerinde-dogalgazli-31-genis-daire-17936854,30000 TL,215,1,Boş,Var,2,,Evet,Açık Balkon,,,,
17929739,21 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,78 m²,2+1,21 Ve Üzeri,Bodrum Kat,3,Isıtma Yok,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Balıkesir - Edremit - Altınoluk Mahallesi,https://www.emlakjet.com/ilan/altinoluk-esyali-kiralik-daire-yagcilar-uzeri-denize-yakin-17929739,20000 TL,1784,1,Eşyalı,,,1,Hayır,,,,,
17936862,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,39.000TL,Balıkesir - Altıeylül - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/balikesir-bahcelievler-demirdag-emlaktan-kiralik-31-daire-17936862,,8602,5,,,,,,,,,,
17926277,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Balıkesir - Karesi - Toygar Mahallesi,https://www.emlakjet.com/ilan/startkey-yon-den-yeni-cevre-yoluna-yakin-bakimli-31-17926277,,,,Boş,,,,,,,,,
17936598,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,0 (Yeni),2.Kat,2,Kat Kaloriferi,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,28.000TL,Balıkesir - Edremit - Güre Mahallesi,https://www.emlakjet.com/ilan/vahdet-ten-yetkili-full-esyali-surekli-kiralik-sifir-11-daire-17936598,,826,3,Eşyalı,,,,Evet,,,,,
17934993,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,76 m²,85 m²,1+1,21 Ve Üzeri,Bahçe Katı,2,Isıtma Yok,Boş,,,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,25.000TL,Balıkesir - Edremit - İskele Mahallesi,https://www.emlakjet.com/ilan/altinoluk-yagcilar-da-kiralik-11-genis-daire-17934993,,842,5,,,,,,,,,,
17930908,21 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,İkinci El,,500 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Balıkesir - Karesi - Yıldırım Mahallesi,https://www.emlakjet.com/ilan/balikesir-karesi-carsi-merkezde-11-kiralik-daire-17930908,15000 TL,7745,20,Eşyalı,Yok,,,Evet,,,,,
17942654,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Isıtma Yok,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.000TL,Balıkesir - Edremit - İkizçay Mahallesi,https://www.emlakjet.com/ilan/akcay-kosemden-merkezde-esyali-21-kiralik-daire-17942654,,,,,,,,,,,,,
17935599,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,1+1,21 Ve Üzeri,Bahçe Katı,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Balıkesir - Altıeylül - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/elfi-den-21-esyali-kiralik-daire-17935599,,10658,12,,,,,,,,,,
17934332,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,750 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Balıkesir - Edremit - Sarıkız Mahallesi,https://www.emlakjet.com/ilan/akcay-sarikiz-merkeze-yakin-ilk-okul-ve-ortaokula-yakin-dogalgazli-kiralik-daire-17934332,30000 TL,1653,524,Boş,Var,1,2,Evet,Açık Balkon,,3 m²,7 m²,10 m²
17929588,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,5.000TL,Balıkesir - Burhaniye - Öğretmenler Mahallesi,https://www.emlakjet.com/ilan/ogretmenler-mah-11-esyali-klimali-plaja-130m-kiralik-daire-17929588,,,,Eşyalı,,,,,,,,,
17927018,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+0,1,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Balıkesir - Altıeylül - Gaziosmanpaşa Mahallesi,https://www.emlakjet.com/ilan/balikesir-alt-sehir-hastanesi-civari-20-70m2-kiralik-daire-17927018,20000 TL,12886,2,,,,,,,,,,
17930385,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+0,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Balıkesir - Bandırma - 600 Evler Mahallesi,https://www.emlakjet.com/ilan/600-evler-de-20-kiralik-sifir-daire-17930385,,391,2,,,,,,,,,,
17913923,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,,1,Genel Fiyat,20.000TL,Balıkesir - Edremit - Altınkum Mahallesi,https://www.emlakjet.com/ilan/utku-emlak-tan-altinkum-da-on-cephe-dogalgazli-21-kiralik-daire-17913923,,,,,,,,,,,,,
17921566,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,11-15,1.Kat,5,Jeotermal,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,22.000TL,Balıkesir - Edremit - Cennetayağı Mahallesi,https://www.emlakjet.com/ilan/edremit-cennetayagi-nda-merkezi-ve-bakimli-kiralik-daire-17921566,,387,72,,,,,,,,,,
17920929,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,,1,Genel Fiyat,25.000TL,Balıkesir - Edremit - Altınkum Mahallesi,https://www.emlakjet.com/ilan/akcay-utku-emlak-tan-altinkum-da-full-esyali-21-kiralik-daire-17920929,,,,,,,,,,,,,
17914664,19 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Klimalı,Boş,,,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,30.000TL,Balıkesir - Edremit - Sarıkız Mahallesi,https://www.emlakjet.com/ilan/buse-emlaktan-akcay-merkezde-a-borek-uzeri-31-kiralik-daire-17914664,,,,,,,,,,,,,
17916948,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,11-15,3.Kat,5,Jeotermal,Boş,İkinci El,Betonarme,350 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Balıkesir - Edremit - Cennetayağı Mahallesi,https://www.emlakjet.com/ilan/denizden-cennetayaginda-31jeotermalli-arakat-asansorlu-kiralik-daire-17916948,25000 TL,1189,3,Boş,Var,2,2,Evet,Açık Balkon,,,,
17922811,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Çatı Katı,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,100 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Balıkesir - Erdek - Yalı Mahallesi,https://www.emlakjet.com/ilan/erdek-yali-mahallesi-nde-kiralik-21-kullanisli-merkezde-daire-17922811,,,,,,,,,,,,,
17917310,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Balıkesir - Bandırma - 600 Evler Mahallesi,https://www.emlakjet.com/ilan/bandirma-600-evler-de-arakat-balkonlu-genis-kiralik-11-daire-17917310,,390,16,,,,,,,,,,
17936666,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,1,Genel Fiyat,20.000TL,Balıkesir - Edremit - Akçay Mahallesi,https://www.emlakjet.com/ilan/kardes-ten-cuma-pazari-mevkiinde-dogalgazli-ara-kat-21-daire-17936666,20000 TL,688,445,Boş,Var,1,,Evet,Kapalı Balkon,,,,
17912109,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,110 m²,170 m²,3+1,5-10,2.Kat,2,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,60.000TL,Balıkesir - Ayvalık - Küçükköy Mahallesi,https://www.emlakjet.com/ilan/ayvalik-su-gayrimenkul-den-kucukkoy-mh-esyali-kiralik-daire-17912109,,,,Eşyalı,,,,,,,,,
17936646,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,,Betonarme,,Kat İrtifakı,Hayır,,2,Genel Fiyat,26.000TL,Balıkesir - Edremit - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/kardesten-edremitte-ayri-mutfakli-dogalgazli-asansorlu-31-genis-daire-17936646,,410,471,Boş,Var,,,Evet,,,,,
17914922,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,15.500TL,Balıkesir - Bandırma - 17 Eylül Mahallesi,https://www.emlakjet.com/ilan/17-eylul-havuzlu-bahce-sk-21-kiralik-esyali-daire-17914922,,,,Eşyalı,,,,,,,,,
17910702,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,4,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,40.000TL,Balıkesir - Burhaniye - Yunus Mahallesi,https://www.emlakjet.com/ilan/burhaniye-merkez-de-yuzme-havuzlu-siteici-ultralux-sifir-31-17910702,,212,71,Boş,Var,2,2,Evet,"Açık Balkon, Açık Teras",,,,
17925305,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,103 m²,146 m²,3+1,0 (Yeni),4.Kat,5,Yerden Isıtma,Boş,,,,Tapu Kaydı Yok,Evet,Yok,2,Genel Fiyat,48.500TL,Balıkesir - Altıeylül - Gümüsçesme Mahallesi,https://www.emlakjet.com/ilan/re-max-mid-den-emlak-konut-ta-kiralik-31-arakat-daire-17925305,,,,Boş,,,,,,,,,
17921210,20 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Balıkesir - Gönen - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/balikesir-gonen-kurtulus-mahallesinde-esyali-kiralik-daire-17921210,,,,Eşyalı,,,,,,,,,
17923519,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,21 Ve Üzeri,Bahçe Katı,2,Sobalı,Boş,,,,Hisseli Tapu,Hayır,,1,Birim Fiyat,5.500TL,Balıkesir - Altıeylül - Gaziosmanpaşa Mahallesi,https://www.emlakjet.com/ilan/kiralik-ev-17923519,,12908,1,Boş,Var,1,1,,Açık Balkon,,,,
17919713,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Balıkesir - Karesi - Ali Hikmet Paşa Mahallesi,https://www.emlakjet.com/ilan/eryapidan-sifir-tadilatli-devlet-hastanesi-yakini-3arti1-17919713,,,,Boş,,,,,,,,,
17919342,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Balıkesir - Bandırma - Bentbaşı Mahallesi,https://www.emlakjet.com/ilan/omurevim-den-bentbasi-mh-carsi-merkezde-21-esyali-kiralik-daire-17919342,,,,Eşyalı,,,,,,,,,
17916140,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,2,2.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Balıkesir - Karesi - Karesi Mahallesi,https://www.emlakjet.com/ilan/balikesir-karesi-mah-demirdag-emlaktan-yeni-kombil-21-kiralik-daire-17916140,,8634,35,Boş,Var,1,1,Evet,Kapalı Balkon,22 m²,5 m²,5 m²,4 m²
17936790,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,3,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,2,Genel Fiyat,24.000TL,Balıkesir - Edremit - Altınkum Mahallesi,https://www.emlakjet.com/ilan/ogrenciye-donemsel-kiralik-altinkumda-dogalgazli-luks-esyali-21-daire-17936790,24000 TL,1785,1,Eşyalı,Var,2,,,Kapalı Balkon,,,,
17919138,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,1750 TL,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Balıkesir - Burhaniye - Yunus Mahallesi,https://www.emlakjet.com/ilan/burhaniye-merkez-de-yuzme-havuzlu-siteici-ultralux-sifir-31-17919138,,,,,,,,,,,,,
17918882,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,106 m²,130 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Balıkesir - Gönen - 100. Yıl Mahallesi,https://www.emlakjet.com/ilan/oza-emlak-kiralik-sifir-dubleks-daire-17918882,,,,Boş,,,,,,,,,
17925991,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,16-20,1.Kat,4,Klimalı,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,30.000TL,Balıkesir - Edremit - Sarıkız Mahallesi,https://www.emlakjet.com/ilan/buse-emlaktan-akcay-merkezde-a-borek-uzeri-31-kiralik-daire-17925991,,,,,,,,,,,,,
17922952,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Balıkesir - Karesi - Toygar Mahallesi,https://www.emlakjet.com/ilan/cb-king-den-toygar-mahallesinde-arakat-21-kiralik-daire-17922952,,10277,3,,,,,,,,,,
17909485,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,103 m²,115 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Balıkesir - Altıeylül - Kesirven Mahallesi,https://www.emlakjet.com/ilan/yon-den-toygar-mahallesinde-31-kiralik-daire-17909485,,,,Boş,,,2,,,,,,
17925081,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,34 m²,44 m²,1+1,2,1.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Balıkesir - Karesi - Atatürk Mahallesi,https://www.emlakjet.com/ilan/ataturk-mahallesinde-kiralik-esyali-11-arakat-daire-17925081,,8259,3,Eşyalı,Var,1,1,,Açık Balkon,,,,
17928585,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Balıkesir - Bandırma - Haydar Çavuş Mahallesi,https://www.emlakjet.com/ilan/haydar-cavus-da-merkezi-konumda-11-esyali-kiralik-daire-17928585,,128,37,,,,,,,,,,
17909757,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,1,Genel Fiyat,22.000TL,Balıkesir - Altıeylül - Plevne Mahallesi,https://www.emlakjet.com/ilan/plevne-mahallesi-ara-kat-kiralik-daire-17909757,,13645,2,,,,,,,,,,
17913692,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Balıkesir - Altıeylül - Plevne Mahallesi,https://www.emlakjet.com/ilan/abonelikleri-acik-plevne-mh-11-kiralik-esyali-daire-17913692,,,,Boş,,,,,,,,,
17911780,19 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,4+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,38.000TL,Balıkesir - Altıeylül - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/bahcelievler-41-kiralik-dubleks-daire-17911780,,,,Boş,,,,,,,,,
17703893,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Balıkesir - Altıeylül - Kasaplar Mahallesi,https://www.emlakjet.com/ilan/er-yapi-dan-kiralik-nef-karsisinda-kiralik-11-daire-17703893,,,,Boş,,,,,,,,,
17905375,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,145 m²,180 m²,3+1,5-10,1.Kat,1,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,80.000TL,Balıkesir - Edremit - Çamlıbel Mahallesi,https://www.emlakjet.com/ilan/cetinkaya-for-life-sitesinde-kiralik-31-dubleks-17905375,,,,Boş,,,,,,,,,
17901207,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,21 Ve Üzeri,4.Kat,4,Merkezi Doğalgaz,Boş,,,,Müstakil Tapulu,Evet,Yok,1,Genel Fiyat,18.000TL,Balıkesir - Altıeylül - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/rw-liva-bahcelievler-asuva-yakini-kiralik-31-genis-daire-17901207,,,,Boş,,,,,,,,,
17902362,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,4.Kat,4,Isıtma Yok,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Balıkesir - Edremit - Altınoluk Mahallesi,https://www.emlakjet.com/ilan/altinoluk-ta-21-kiralik-daire-17902362,,,,Boş,,,,,,,,,
17908602,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,Var,1,Genel Fiyat,22.000TL,Balıkesir - Erdek - Yalı Mahallesi,https://www.emlakjet.com/ilan/erdek-yali-mahallesi-nde-kiralik-21-kullanisli-merkezde-daire-17908602,,96,50,Boş,Var,1,,Evet,Kapalı Balkon,,,,
17908507,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,Kot 4 (-4).Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Balıkesir - Altıeylül - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/balikesir-altieylul-sutluce-mah-11-50-m2-esyali-kiralik-daire-17908507,14000 TL,11412,2,Eşyalı,Yok,,,,,,,,
17909225,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Balıkesir - Edremit - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/gfa-grup-tan-sehrin-merkezin-de-huzurlu-bir-sitede-31-kiralik-daire-17909225,,1563,6,,,,,,,,,,
17898525,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,31.000TL,Balıkesir - Bandırma - Paşabayır Mahallesi,https://www.emlakjet.com/ilan/pasabayir-mah-de-31-dubleks-daire-17898525,,,,Boş,,,,,,,,,
17903291,17 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,4.Kat,6,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,21.000TL,Balıkesir - Bandırma - Hacı Yusuf Mahallesi,https://www.emlakjet.com/ilan/sehrin-merkezinde-kiralik-31-daire-17903291,,,,Boş,,,,,,,,,
17906472,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.000TL,Balıkesir - Altıeylül - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/cb-king-den-bahcelievler-de-kiralik-21-daire-17906472,,8513,3,,,,,,,,,,
17901138,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.750TL,Balıkesir - Altıeylül - Sütlüce Mahallesi,https://www.emlakjet.com/ilan/c21-winner-sutluce-mahallesi-nde-21-kiralik-daire-17901138,,,,Boş,,,,,,,,,
17907685,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,0 (Yeni),Yüksek Giriş,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Balıkesir - Edremit - Kızılkeçili Mahallesi,https://www.emlakjet.com/ilan/uytundan-akcay-gure-arasi-cemil-temelde-denize-350-m-21-kiralik-17907685,,,,,,,,,,,,,
17909425,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,4+1,0 (Yeni),Bahçe Dublex,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Evet,,3,Genel Fiyat,30.000TL,Balıkesir - Edremit - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/yalcindan-kadikoyde-mustakil-tadinda-bahceli-dublex-41-kiralik-daire-17909425,30000 TL,206,4,Boş,Var,1,3,,Açık Balkon,,,,
17903292,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,4+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,35.000TL,Balıkesir - Erdek - Yalı Mahallesi,https://www.emlakjet.com/ilan/yali-mahallesinde-esyali-41-daire-17903292,,,,Eşyalı,,,,,,,,,
